pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
28,1,17.0,75.0,1,2,2,beta,mc
28,2,31.0,43.0,2,1,3,pareto,mc
28,3,72.0,24.0,2,1,3,pareto,nc
28,4,27.0,69.0,1,2,2,beta,mc
28,5,57.0,31.0,1,1,1,pareto,mc
28,6,50.0,50.0,1,1,0,ac,nc
28,7,18.0,79.0,1,1,1,beta,nmc
28,8,24.0,66.0,2,2,4,beta,mc
28,9,18.0,79.0,1,1,1,beta,mc
28,10,16.0,77.0,2,1,3,beta,mc
28,11,18.0,76.0,1,1,1,beta,nmc
28,12,37.0,44.0,2,2,4,pareto,mc
28,13,27.0,69.0,2,2,4,beta,nmc
28,14,31.0,43.0,2,1,3,pareto,nc
28,15,57.0,36.0,1,2,2,pareto,nc
28,16,17.0,75.0,1,2,2,beta,nc
28,17,18.0,76.0,1,1,1,beta,nc
28,18,27.0,69.0,2,2,4,beta,mc
28,19,72.0,24.0,2,1,3,pareto,mc
28,20,57.0,36.0,1,2,2,pareto,mc
28,21,38.0,56.99999999999999,2,2,4,pareto,nc
28,22,38.0,56.99999999999999,2,2,4,pareto,mc
28,23,57.0,31.0,1,1,1,pareto,nmc
28,24,24.0,66.0,2,2,4,beta,nc
28,25,31.0,61.0,2,1,3,beta,mc
28,26,37.0,44.0,2,2,4,pareto,nmc
28,27,57.0,31.0,1,1,1,pareto,nc
28,28,34.0,38.0,1,2,2,pareto,nc
28,29,36.0,43.0,1,1,1,pareto,nmc
28,30,34.0,38.0,1,2,2,pareto,mc
28,31,37.0,44.0,2,2,4,pareto,nc
28,32,27.0,69.0,2,2,4,beta,nc
28,33,27.0,69.0,1,2,2,beta,nc
28,34,40.0,56.00000000000001,1,1,0,ac,nc
28,35,36.0,43.0,1,1,1,pareto,mc
28,36,18.0,76.0,1,1,1,beta,mc
28,37,16.0,77.0,2,1,3,beta,nc
28,38,18.0,79.0,1,1,1,beta,nc
28,39,36.0,43.0,1,1,1,pareto,nc
28,40,31.0,61.0,2,1,3,beta,nc
28,41,24.0,66.0,2,2,4,beta,nmc
28,42,38.0,56.99999999999999,2,2,4,pareto,nmc
