pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
31,1,28.0,66.0,1,2,2,beta,nc
31,2,52.0,36.0,1,1,1,pareto,mc
31,3,19.0,78.0,2,2,4,beta,mc
31,4,14.0,82.0,1,1,1,beta,nmc
31,5,19.0,78.0,2,2,4,beta,nmc
31,6,14.0,82.0,1,1,1,beta,nc
31,7,35.0,38.0,2,2,4,pareto,nmc
31,8,11.0,85.0,2,2,4,beta,nmc
31,9,40.0,34.0,2,2,4,pareto,nc
31,10,34.0,45.0,2,1,3,pareto,mc
31,11,13.0,85.0,1,2,2,beta,nc
31,12,50.0,50.0,1,1,0,ac,nc
31,13,13.0,85.0,1,2,2,beta,mc
31,14,26.0,69.0,1,1,1,beta,nc
31,15,26.0,69.0,1,1,1,beta,mc
31,16,28.0,66.0,1,2,2,beta,mc
31,17,52.0,36.0,1,1,1,pareto,nmc
31,18,43.0,44.0,1,1,1,pareto,nc
31,19,33.0,62.0,2,1,3,beta,nc
31,20,24.0,56.00000000000001,2,1,3,pareto,mc
31,21,11.0,85.0,2,2,4,beta,mc
31,22,34.0,45.0,2,1,3,pareto,nc
31,23,43.0,44.0,1,1,1,pareto,mc
31,24,35.0,38.0,2,2,4,pareto,mc
31,25,52.0,36.0,1,1,1,pareto,nc
31,26,35.0,38.0,2,2,4,pareto,nc
31,27,40.0,34.0,2,2,4,pareto,mc
31,28,14.0,82.0,1,1,1,beta,mc
31,29,43.0,44.0,1,1,1,pareto,nmc
31,30,17.0,76.0,2,1,3,beta,nc
31,31,40.0,34.0,2,2,4,pareto,nmc
31,32,25.0,46.0,1,2,2,pareto,mc
31,33,40.0,56.00000000000001,1,1,0,ac,nc
31,34,17.0,76.0,2,1,3,beta,mc
31,35,30.0,45.0,1,2,2,pareto,mc
31,36,24.0,56.00000000000001,2,1,3,pareto,nc
31,37,25.0,46.0,1,2,2,pareto,nc
31,38,11.0,85.0,2,2,4,beta,nc
31,39,33.0,62.0,2,1,3,beta,mc
31,40,26.0,69.0,1,1,1,beta,nmc
31,41,19.0,78.0,2,2,4,beta,nc
31,42,30.0,45.0,1,2,2,pareto,nc
