pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
1,1,20.0,51.0,2,2,4,pareto,mc
1,2,57.0,27.0,1,2,2,pareto,nc
1,3,34.0,59.0,2,1,3,pareto,mc
1,4,16.0,82.0,1,2,2,beta,nc
1,5,52.0,30.0,1,1,1,pareto,nc
1,6,24.0,70.0,1,1,1,beta,nc
1,7,17.0,78.0,2,1,3,beta,nc
1,8,52.0,30.0,1,1,1,pareto,mc
1,9,34.0,59.0,2,1,3,pareto,nc
1,10,20.0,78.0,2,2,4,beta,mc
1,11,22.0,50.0,2,2,4,pareto,nmc
1,12,27.0,49.0,1,2,2,pareto,nc
1,13,17.0,73.0,2,1,3,beta,nc
1,14,20.0,51.0,2,2,4,pareto,nc
1,15,37.0,60.0,2,1,3,pareto,nc
1,16,22.0,50.0,2,2,4,pareto,nc
1,17,26.0,69.0,2,2,4,beta,nmc
1,18,24.0,70.0,1,1,1,beta,nmc
1,19,26.0,69.0,2,2,4,beta,nc
1,20,50.0,50.0,1,1,0,ac,nc
1,21,20.0,78.0,2,2,4,beta,nmc
1,22,23.0,73.0,1,2,2,beta,mc
1,23,57.0,27.0,1,2,2,pareto,mc
1,24,24.0,70.0,1,1,1,beta,mc
1,25,26.0,69.0,2,2,4,beta,mc
1,26,17.0,78.0,2,1,3,beta,mc
1,27,20.0,78.0,2,2,4,beta,nc
1,28,52.0,30.0,1,1,1,pareto,nmc
1,29,16.0,82.0,1,2,2,beta,mc
1,30,73.0,27.0,1,1,1,pareto,mc
1,31,73.0,27.0,1,1,1,pareto,nc
1,32,20.0,51.0,2,2,4,pareto,nmc
1,33,27.0,49.0,1,2,2,pareto,mc
1,34,37.0,60.0,2,1,3,pareto,mc
1,35,73.0,27.0,1,1,1,pareto,nmc
1,36,22.0,50.0,2,2,4,pareto,mc
1,37,40.0,56.00000000000001,1,1,0,ac,nc
1,38,17.0,73.0,2,1,3,beta,mc
1,39,20.0,73.0,1,1,1,beta,nmc
1,40,20.0,73.0,1,1,1,beta,nc
1,41,20.0,73.0,1,1,1,beta,mc
1,42,23.0,73.0,1,2,2,beta,nc
