pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
239,1,15.0,81.0,1,2,2,beta,nc
239,2,50.0,50.0,1,1,0,ac,nc
239,3,13.0,62.0,1,2,2,pareto,mc
239,4,18.0,69.0,1,1,1,pareto,nc
239,5,14.0,83.0,2,2,4,beta,nc
239,6,13.0,83.0,1,1,1,beta,nmc
239,7,28.0,70.0,2,1,3,beta,nc
239,8,23.0,49.0,2,2,4,pareto,mc
239,9,30.0,57.99999999999999,2,1,3,beta,nc
239,10,18.0,69.0,1,1,1,pareto,nmc
239,11,37.0,41.0,1,1,1,pareto,nmc
239,12,18.0,69.0,1,1,1,pareto,mc
239,13,20.0,53.0,2,1,3,pareto,nc
239,14,23.0,49.0,2,2,4,pareto,nmc
239,15,14.0,66.0,2,1,3,pareto,mc
239,16,30.0,57.99999999999999,2,1,3,beta,mc
239,17,59.0,39.0,1,2,2,pareto,nc
239,18,13.0,62.0,1,2,2,pareto,nc
239,19,57.0,37.0,2,2,4,pareto,mc
239,20,14.0,83.0,2,2,4,beta,nmc
239,21,20.0,53.0,2,1,3,pareto,mc
239,22,20.0,78.0,2,2,4,beta,mc
239,23,57.0,37.0,2,2,4,pareto,nc
239,24,14.0,83.0,2,2,4,beta,mc
239,25,28.0,70.0,2,1,3,beta,mc
239,26,20.0,78.0,2,2,4,beta,nc
239,27,13.0,83.0,1,1,1,beta,nc
239,28,37.0,41.0,1,1,1,pareto,nc
239,29,40.0,56.00000000000001,1,1,0,ac,nc
239,30,20.0,78.0,2,2,4,beta,nmc
239,31,59.0,39.0,1,2,2,pareto,mc
239,32,25.0,71.0,1,2,2,beta,mc
239,33,14.0,66.0,2,1,3,pareto,nc
239,34,22.0,74.0,1,1,1,beta,nmc
239,35,23.0,49.0,2,2,4,pareto,nc
239,36,57.0,37.0,2,2,4,pareto,nmc
239,37,37.0,41.0,1,1,1,pareto,mc
239,38,15.0,81.0,1,2,2,beta,mc
239,39,22.0,74.0,1,1,1,beta,nc
239,40,25.0,71.0,1,2,2,beta,nc
239,41,22.0,74.0,1,1,1,beta,mc
239,42,13.0,83.0,1,1,1,beta,mc
