pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
176,1,25.0,67.0,2,2,4,beta,mc
176,2,13.0,82.0,2,1,3,beta,nc
176,3,25.0,68.0,2,1,3,beta,nc
176,4,50.0,50.0,1,1,0,ac,nc
176,5,14.0,82.0,1,2,2,beta,mc
176,6,21.0,49.0,2,2,4,pareto,nc
176,7,21.0,73.0,1,1,1,beta,nc
176,8,48.0,30.0,2,1,3,pareto,mc
176,9,64.0,36.0,1,1,1,pareto,nc
176,10,24.0,69.0,1,1,1,beta,mc
176,11,44.0,40.0,1,1,1,pareto,nc
176,12,46.0,38.0,1,2,2,pareto,mc
176,13,14.0,82.0,1,2,2,beta,nc
176,14,15.0,81.0,2,2,4,beta,mc
176,15,27.0,43.0,2,2,4,pareto,nmc
176,16,64.0,36.0,1,1,1,pareto,mc
176,17,33.0,59.0,1,2,2,beta,nc
176,18,15.0,81.0,2,2,4,beta,nc
176,19,21.0,49.0,2,2,4,pareto,nmc
176,20,21.0,73.0,1,1,1,beta,mc
176,21,15.0,81.0,2,2,4,beta,nmc
176,22,41.0,44.0,1,2,2,pareto,nc
176,23,25.0,68.0,2,1,3,beta,mc
176,24,21.0,73.0,1,1,1,beta,nmc
176,25,48.0,30.0,2,1,3,pareto,nc
176,26,53.0,46.0,2,1,3,pareto,mc
176,27,24.0,69.0,1,1,1,beta,nc
176,28,64.0,36.0,1,1,1,pareto,nmc
176,29,25.0,67.0,2,2,4,beta,nc
176,30,44.0,40.0,1,1,1,pareto,mc
176,31,40.0,56.00000000000001,1,1,0,ac,nc
176,32,27.0,43.0,2,2,4,pareto,mc
176,33,41.0,44.0,1,2,2,pareto,mc
176,34,21.0,49.0,2,2,4,pareto,mc
176,35,53.0,46.0,2,1,3,pareto,nc
176,36,25.0,67.0,2,2,4,beta,nmc
176,37,24.0,69.0,1,1,1,beta,nmc
176,38,46.0,38.0,1,2,2,pareto,nc
176,39,44.0,40.0,1,1,1,pareto,nmc
176,40,13.0,82.0,2,1,3,beta,mc
176,41,27.0,43.0,2,2,4,pareto,nc
176,42,33.0,59.0,1,2,2,beta,mc
