pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
16,1,66.0,28.000000000000004,1,1,1,pareto,non_mono_cut
16,2,50.0,50.0,1,1,0,ac,no_cut
16,3,49.0,30.0,2,2,4,pareto,non_mono_cut
16,4,66.0,28.000000000000004,1,1,1,pareto,no_cut
16,5,24.0,71.0,2,2,4,beta,non_mono_cut
16,6,59.0,40.0,1,2,2,pareto,non_mono_cut
16,7,33.0,41.0,2,1,3,pareto,no_cut
16,8,24.0,69.0,2,1,3,beta,no_cut
16,9,14.0,82.0,1,1,1,beta,non_mono_cut
16,10,47.0,47.0,1,2,2,beta,mono_cut
16,11,59.0,26.0,1,2,2,pareto,no_cut
16,12,59.0,40.0,1,2,2,pareto,no_cut
16,13,19.0,79.0,2,2,4,beta,no_cut
16,14,66.0,28.000000000000004,1,1,1,pareto,mono_cut
16,15,47.0,47.0,1,2,2,beta,no_cut
16,16,51.0,33.0,2,1,3,pareto,non_mono_cut
16,17,23.0,75.0,1,2,2,beta,non_mono_cut
16,18,35.0,53.0,1,1,1,pareto,non_mono_cut
16,19,49.0,30.0,2,2,4,pareto,mono_cut
16,20,24.0,71.0,2,2,4,beta,no_cut
16,21,49.0,30.0,2,2,4,pareto,no_cut
16,22,39.0,56.99999999999999,1,1,1,beta,non_mono_cut
16,23,39.0,56.99999999999999,1,1,1,beta,mono_cut
16,24,19.0,79.0,2,2,4,beta,non_mono_cut
16,25,59.0,26.0,1,2,2,pareto,mono_cut
16,26,14.0,82.0,1,1,1,beta,no_cut
16,27,40.0,56.00000000000001,1,1,0,ac,no_cut
16,28,23.0,68.0,2,1,3,beta,non_mono_cut
16,29,24.0,69.0,2,1,3,beta,non_mono_cut
16,30,24.0,71.0,2,2,4,beta,mono_cut
16,31,59.0,40.0,1,2,2,pareto,mono_cut
16,32,33.0,41.0,2,1,3,pareto,non_mono_cut
16,33,19.0,79.0,2,2,4,beta,mono_cut
16,34,10.0,68.0,2,2,4,pareto,non_mono_cut
16,35,39.0,56.99999999999999,1,1,1,beta,no_cut
16,36,47.0,47.0,1,2,2,beta,non_mono_cut
16,37,51.0,33.0,2,1,3,pareto,no_cut
16,38,51.0,33.0,2,1,3,pareto,mono_cut
16,39,23.0,68.0,2,1,3,beta,mono_cut
16,40,10.0,68.0,2,2,4,pareto,no_cut
16,41,33.0,41.0,2,1,3,pareto,mono_cut
16,42,23.0,68.0,2,1,3,beta,no_cut
