pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
30,1,25.0,46.0,2,2,4,pareto,mc
30,2,24.0,61.0,1,1,1,pareto,nmc
30,3,32.0,64.0,1,1,1,beta,nc
30,4,50.0,40.0,2,1,3,pareto,nc
30,5,25.0,46.0,2,2,4,pareto,nmc
30,6,24.0,61.0,1,1,1,pareto,nc
30,7,25.0,46.0,2,2,4,pareto,nc
30,8,50.0,50.0,1,1,0,ac,nc
30,9,62.0,28.000000000000004,2,1,3,pareto,mc
30,10,50.0,40.0,2,1,3,pareto,mc
30,11,65.0,30.0,1,2,2,pareto,mc
30,12,18.0,79.0,1,2,2,beta,mc
30,13,62.0,28.000000000000004,2,1,3,pareto,nc
30,14,22.0,72.0,1,1,1,beta,mc
30,15,32.0,61.0,1,2,2,beta,mc
30,16,68.0,24.0,1,1,1,pareto,nmc
30,17,24.0,70.0,2,2,4,beta,mc
30,18,68.0,24.0,1,1,1,pareto,nc
30,19,24.0,70.0,2,2,4,beta,nc
30,20,11.0,84.0,2,1,3,beta,mc
30,21,22.0,72.0,1,1,1,beta,nc
30,22,22.0,72.0,1,1,1,beta,nmc
30,23,65.0,30.0,1,2,2,pareto,nc
30,24,16.0,60.0,1,2,2,pareto,mc
30,25,24.0,70.0,2,2,4,beta,nmc
30,26,18.0,78.0,2,2,4,beta,nc
30,27,32.0,61.0,1,2,2,beta,nc
30,28,11.0,84.0,2,1,3,beta,nc
30,29,18.0,78.0,2,2,4,beta,nmc
30,30,40.0,35.0,2,2,4,pareto,nmc
30,31,18.0,78.0,2,1,3,beta,nc
30,32,18.0,79.0,1,2,2,beta,nc
30,33,68.0,24.0,1,1,1,pareto,mc
30,34,40.0,35.0,2,2,4,pareto,nc
30,35,18.0,78.0,2,1,3,beta,mc
30,36,24.0,61.0,1,1,1,pareto,mc
30,37,16.0,60.0,1,2,2,pareto,nc
30,38,32.0,64.0,1,1,1,beta,nmc
30,39,18.0,78.0,2,2,4,beta,mc
30,40,32.0,64.0,1,1,1,beta,mc
30,41,40.0,56.00000000000001,1,1,0,ac,nc
30,42,40.0,35.0,2,2,4,pareto,mc
