pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
118,1,50.0,50.0,1,1,0,ac,nc
118,2,51.0,44.0,1,1,1,pareto,mc
118,3,41.0,34.0,1,2,2,pareto,nc
118,4,32.0,61.0,1,2,2,beta,mc
118,5,14.0,84.0,2,2,4,beta,mc
118,6,65.0,30.0,2,2,4,pareto,nc
118,7,24.0,68.0,2,1,3,pareto,nc
118,8,28.0,68.0,2,2,4,pareto,nmc
118,9,13.0,85.0,1,2,2,beta,nc
118,10,51.0,44.0,1,1,1,pareto,nc
118,11,38.0,38.0,2,1,3,pareto,mc
118,12,17.0,79.0,1,1,1,beta,nc
118,13,65.0,30.0,2,2,4,pareto,mc
118,14,28.0,68.0,2,2,4,pareto,nc
118,15,17.0,79.0,1,1,1,beta,nmc
118,16,18.0,77.0,2,1,3,beta,nc
118,17,33.0,64.0,1,1,1,beta,mc
118,18,14.0,84.0,2,2,4,beta,nmc
118,19,28.0,68.0,2,2,4,pareto,mc
118,20,17.0,77.0,2,2,4,beta,nc
118,21,17.0,79.0,1,1,1,beta,mc
118,22,9.0,87.0,2,1,3,beta,nc
118,23,24.0,68.0,2,1,3,pareto,mc
118,24,40.0,56.00000000000001,1,1,0,ac,nc
118,25,46.0,32.0,1,1,1,pareto,mc
118,26,52.0,36.0,1,2,2,pareto,mc
118,27,51.0,44.0,1,1,1,pareto,nmc
118,28,13.0,85.0,1,2,2,beta,mc
118,29,18.0,77.0,2,1,3,beta,mc
118,30,52.0,36.0,1,2,2,pareto,nc
118,31,14.0,84.0,2,2,4,beta,nc
118,32,33.0,64.0,1,1,1,beta,nc
118,33,33.0,64.0,1,1,1,beta,nmc
118,34,46.0,32.0,1,1,1,pareto,nc
118,35,46.0,32.0,1,1,1,pareto,nmc
118,36,17.0,77.0,2,2,4,beta,mc
118,37,38.0,38.0,2,1,3,pareto,nc
118,38,17.0,77.0,2,2,4,beta,nmc
118,39,32.0,61.0,1,2,2,beta,nc
118,40,9.0,87.0,2,1,3,beta,mc
118,41,65.0,30.0,2,2,4,pareto,nmc
118,42,41.0,34.0,1,2,2,pareto,mc
