pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
42,1,22.0,63.0,2,2,4,pareto,mc
42,2,17.0,80.0,1,2,2,beta,nc
42,3,22.0,63.0,2,2,4,pareto,nc
42,4,25.0,60.0,2,1,3,pareto,mc
42,5,31.0,44.0,1,1,1,pareto,nc
42,6,31.0,44.0,1,1,1,pareto,nmc
42,7,45.0,36.0,1,1,1,pareto,mc
42,8,50.0,50.0,1,1,0,ac,nc
42,9,21.0,75.0,1,1,1,beta,nc
42,10,22.0,73.0,2,1,3,beta,nc
42,11,69.0,23.0,2,2,4,pareto,nmc
42,12,17.0,81.0,2,2,4,beta,nmc
42,13,30.0,66.0,1,1,1,beta,mc
42,14,30.0,66.0,1,1,1,beta,nmc
42,15,69.0,23.0,2,2,4,pareto,nc
42,16,45.0,36.0,1,1,1,pareto,nmc
42,17,14.0,82.0,1,2,2,beta,nc
42,18,20.0,77.0,2,2,4,beta,nmc
42,19,21.0,75.0,1,1,1,beta,mc
42,20,17.0,81.0,2,2,4,beta,nc
42,21,30.0,66.0,1,1,1,beta,nc
42,22,57.0,28.000000000000004,2,1,3,pareto,mc
42,23,18.0,76.0,2,1,3,beta,nc
42,24,69.0,23.0,2,2,4,pareto,mc
42,25,18.0,76.0,2,1,3,beta,mc
42,26,29.0,56.99999999999999,1,2,2,pareto,mc
42,27,14.0,82.0,1,2,2,beta,mc
42,28,63.0,27.0,1,2,2,pareto,nc
42,29,31.0,44.0,1,1,1,pareto,mc
42,30,25.0,60.0,2,1,3,pareto,nc
42,31,63.0,27.0,1,2,2,pareto,mc
42,32,22.0,73.0,2,1,3,beta,mc
42,33,17.0,81.0,2,2,4,beta,mc
42,34,21.0,75.0,1,1,1,beta,nmc
42,35,20.0,77.0,2,2,4,beta,nc
42,36,17.0,80.0,1,2,2,beta,mc
42,37,22.0,63.0,2,2,4,pareto,nmc
42,38,40.0,56.00000000000001,1,1,0,ac,nc
42,39,29.0,56.99999999999999,1,2,2,pareto,nc
42,40,20.0,77.0,2,2,4,beta,mc
42,41,57.0,28.000000000000004,2,1,3,pareto,nc
42,42,45.0,36.0,1,1,1,pareto,nc
