pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
57,1,13.0,64.0,2,2,4,pareto,mc
57,2,13.0,64.0,2,2,4,pareto,nmc
57,3,7.0,92.0,1,1,1,beta,mc
57,4,50.0,50.0,1,1,0,ac,nc
57,5,13.0,64.0,2,2,4,pareto,nc
57,6,15.0,82.0,1,1,1,beta,nc
57,7,42.0,32.0,1,1,1,pareto,nmc
57,8,15.0,82.0,1,1,1,beta,mc
57,9,33.0,63.0,1,2,2,beta,mc
57,10,44.0,35.0,2,1,3,pareto,mc
57,11,15.0,82.0,1,1,1,beta,nmc
57,12,56.0,33.0,1,1,1,pareto,nc
57,13,26.0,72.0,1,2,2,beta,nc
57,14,7.0,92.0,1,1,1,beta,nc
57,15,50.0,43.0,1,2,2,pareto,nc
57,16,42.0,32.0,1,1,1,pareto,mc
57,17,16.0,81.0,2,2,4,beta,mc
57,18,38.0,36.0,1,2,2,pareto,mc
57,19,56.0,33.0,1,1,1,pareto,nmc
57,20,56.0,33.0,1,1,1,pareto,mc
57,21,22.0,75.0,2,1,3,beta,mc
57,22,22.0,71.0,2,1,3,beta,nc
57,23,12.0,87.0,2,2,4,beta,nc
57,24,12.0,87.0,2,2,4,beta,mc
57,25,42.0,32.0,1,1,1,pareto,nc
57,26,33.0,63.0,1,2,2,beta,nc
57,27,26.0,72.0,1,2,2,beta,mc
57,28,40.0,56.00000000000001,1,1,0,ac,nc
57,29,37.0,36.0,2,2,4,pareto,nmc
57,30,37.0,36.0,2,2,4,pareto,mc
57,31,50.0,43.0,1,2,2,pareto,mc
57,32,37.0,36.0,2,2,4,pareto,nc
57,33,22.0,71.0,2,1,3,beta,mc
57,34,38.0,36.0,1,2,2,pareto,nc
57,35,23.0,47.0,2,1,3,pareto,nc
57,36,16.0,81.0,2,2,4,beta,nc
57,37,22.0,75.0,2,1,3,beta,nc
57,38,44.0,35.0,2,1,3,pareto,nc
57,39,23.0,47.0,2,1,3,pareto,mc
57,40,12.0,87.0,2,2,4,beta,nmc
57,41,16.0,81.0,2,2,4,beta,nmc
57,42,7.0,92.0,1,1,1,beta,nmc
