pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
0,1,59.0,33.0,2,2,4,pareto,non_mono_cut
0,2,40.0,41.0,2,2,4,pareto,mono_cut
0,3,65.0,24.0,1,1,1,pareto,no_cut
0,4,65.0,24.0,1,1,1,pareto,non_mono_cut
0,5,59.0,31.0,1,2,2,pareto,no_cut
0,6,18.0,77.0,2,1,3,beta,mono_cut
0,7,46.0,52.0,2,1,3,pareto,mono_cut
0,8,23.0,71.0,1,2,2,beta,mono_cut
0,9,40.0,41.0,2,2,4,pareto,non_mono_cut
0,10,59.0,33.0,2,2,4,pareto,mono_cut
0,11,46.0,52.0,2,1,3,pareto,no_cut
0,12,40.0,41.0,2,2,4,pareto,no_cut
0,13,37.0,39.0,1,1,1,pareto,mono_cut
0,14,28.0,69.0,2,2,4,beta,mono_cut
0,15,42.0,49.0,2,2,4,beta,non_mono_cut
0,16,52.0,28.000000000000004,2,1,3,pareto,mono_cut
0,17,28.0,69.0,2,2,4,beta,no_cut
0,18,65.0,24.0,1,1,1,pareto,mono_cut
0,19,26.0,66.0,1,1,1,beta,non_mono_cut
0,20,42.0,49.0,2,2,4,beta,mono_cut
0,21,50.0,50.0,1,1,0,ac,no_cut
0,22,22.0,73.0,2,1,3,beta,mono_cut
0,23,28.0,69.0,2,2,4,beta,non_mono_cut
0,24,59.0,31.0,1,2,2,pareto,mono_cut
0,25,37.0,39.0,1,1,1,pareto,non_mono_cut
0,26,14.0,81.0,1,2,2,beta,mono_cut
0,27,26.0,66.0,1,1,1,beta,no_cut
0,28,18.0,78.0,1,1,1,beta,no_cut
0,29,14.0,81.0,1,2,2,beta,no_cut
0,30,18.0,78.0,1,1,1,beta,non_mono_cut
0,31,59.0,33.0,2,2,4,pareto,no_cut
0,32,40.0,56.00000000000001,1,1,0,ac,no_cut
0,33,37.0,39.0,1,1,1,pareto,no_cut
0,34,42.0,49.0,2,2,4,beta,no_cut
0,35,22.0,73.0,2,1,3,beta,no_cut
0,36,38.0,36.0,1,2,2,pareto,mono_cut
0,37,18.0,77.0,2,1,3,beta,no_cut
0,38,23.0,71.0,1,2,2,beta,no_cut
0,39,18.0,78.0,1,1,1,beta,mono_cut
0,40,26.0,66.0,1,1,1,beta,mono_cut
0,41,38.0,36.0,1,2,2,pareto,no_cut
0,42,52.0,28.000000000000004,2,1,3,pareto,no_cut
