pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
3,1,43.0,43.0,2,2,4,pareto,non_mono_cut
3,2,14.0,83.0,1,2,2,beta,no_cut
3,3,25.0,71.0,1,1,1,beta,non_mono_cut
3,4,18.0,79.0,2,1,3,beta,no_cut
3,5,51.0,28.999999999999996,1,1,1,pareto,no_cut
3,6,18.0,78.0,2,2,4,beta,no_cut
3,7,51.0,28.999999999999996,1,1,1,pareto,non_mono_cut
3,8,50.0,50.0,1,1,0,ac,no_cut
3,9,52.0,45.0,2,2,4,pareto,mono_cut
3,10,17.0,79.0,2,2,4,beta,no_cut
3,11,26.0,71.0,1,1,1,beta,no_cut
3,12,25.0,71.0,1,1,1,beta,mono_cut
3,13,14.0,85.0,2,1,3,beta,no_cut
3,14,14.0,83.0,1,2,2,beta,mono_cut
3,15,40.0,35.0,1,1,1,pareto,no_cut
3,16,62.0,28.000000000000004,2,1,3,pareto,mono_cut
3,17,43.0,43.0,2,2,4,pareto,mono_cut
3,18,14.0,78.0,1,2,2,pareto,mono_cut
3,19,40.0,35.0,1,1,1,pareto,non_mono_cut
3,20,17.0,79.0,2,2,4,beta,mono_cut
3,21,16.0,77.0,1,2,2,beta,no_cut
3,22,18.0,79.0,2,1,3,beta,mono_cut
3,23,26.0,71.0,1,1,1,beta,non_mono_cut
3,24,41.0,51.0,2,1,3,pareto,mono_cut
3,25,52.0,45.0,2,2,4,pareto,non_mono_cut
3,26,16.0,77.0,1,2,2,beta,mono_cut
3,27,40.0,35.0,1,1,1,pareto,mono_cut
3,28,41.0,51.0,2,1,3,pareto,no_cut
3,29,18.0,78.0,2,2,4,beta,non_mono_cut
3,30,14.0,85.0,2,1,3,beta,mono_cut
3,31,35.0,55.00000000000001,1,2,2,pareto,no_cut
3,32,14.0,78.0,1,2,2,pareto,no_cut
3,33,51.0,28.999999999999996,1,1,1,pareto,mono_cut
3,34,17.0,79.0,2,2,4,beta,non_mono_cut
3,35,40.0,56.00000000000001,1,1,0,ac,no_cut
3,36,62.0,28.000000000000004,2,1,3,pareto,no_cut
3,37,25.0,71.0,1,1,1,beta,no_cut
3,38,52.0,45.0,2,2,4,pareto,no_cut
3,39,18.0,78.0,2,2,4,beta,mono_cut
3,40,26.0,71.0,1,1,1,beta,mono_cut
3,41,43.0,43.0,2,2,4,pareto,no_cut
3,42,35.0,55.00000000000001,1,2,2,pareto,mono_cut
