pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
13,1,49.0,30.0,2,2,4,pareto,mc
13,2,30.0,53.0,2,1,3,pareto,nc
13,3,55.0,40.0,1,1,1,pareto,nmc
13,4,55.0,40.0,1,1,1,pareto,mc
13,5,54.0,30.0,1,2,2,pareto,nc
13,6,55.0,40.0,1,1,1,pareto,nc
13,7,50.0,50.0,1,1,0,ac,nc
13,8,12.0,84.0,2,2,4,beta,mc
13,9,47.0,35.0,2,2,4,pareto,nc
13,10,31.0,46.0,1,2,2,pareto,nc
13,11,33.0,61.0,2,2,4,beta,mc
13,12,18.0,75.0,2,1,3,beta,nc
13,13,33.0,61.0,2,2,4,beta,nc
13,14,15.0,80.0,1,2,2,beta,nc
13,15,22.0,73.0,1,1,1,beta,nmc
13,16,20.0,78.0,1,1,1,pareto,nc
13,17,30.0,53.0,2,1,3,pareto,mc
13,18,20.0,78.0,1,1,1,pareto,mc
13,19,18.0,75.0,2,1,3,beta,mc
13,20,24.0,71.0,1,2,2,beta,mc
13,21,29.0,60.0,2,1,3,beta,nc
13,22,15.0,80.0,1,2,2,beta,mc
13,23,17.0,79.0,1,1,1,beta,nmc
13,24,54.0,30.0,1,2,2,pareto,mc
13,25,40.0,56.00000000000001,1,1,0,ac,nc
13,26,24.0,71.0,1,2,2,beta,nc
13,27,47.0,35.0,2,2,4,pareto,mc
13,28,31.0,46.0,1,2,2,pareto,mc
13,29,22.0,73.0,1,1,1,beta,mc
13,30,12.0,84.0,2,2,4,beta,nmc
13,31,32.0,41.0,2,1,3,pareto,mc
13,32,49.0,30.0,2,2,4,pareto,nmc
13,33,47.0,35.0,2,2,4,pareto,nmc
13,34,17.0,79.0,1,1,1,beta,mc
13,35,17.0,79.0,1,1,1,beta,nc
13,36,22.0,73.0,1,1,1,beta,nc
13,37,20.0,78.0,1,1,1,pareto,nmc
13,38,49.0,30.0,2,2,4,pareto,nc
13,39,12.0,84.0,2,2,4,beta,nc
13,40,33.0,61.0,2,2,4,beta,nmc
13,41,29.0,60.0,2,1,3,beta,mc
13,42,32.0,41.0,2,1,3,pareto,nc
