pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
18,1,17.0,82.0,2,2,4,beta,non_mono_cut
18,2,29.0,43.0,1,2,2,pareto,no_cut
18,3,17.0,61.0,2,2,4,pareto,no_cut
18,4,12.0,85.0,2,1,3,beta,no_cut
18,5,16.0,78.0,1,1,1,beta,mono_cut
18,6,41.0,34.0,1,2,2,pareto,mono_cut
18,7,17.0,82.0,2,2,4,beta,no_cut
18,8,17.0,61.0,2,2,4,pareto,non_mono_cut
18,9,50.0,50.0,1,1,0,ac,no_cut
18,10,24.0,72.0,1,2,2,beta,mono_cut
18,11,29.0,43.0,1,2,2,pareto,mono_cut
18,12,64.0,35.0,1,1,1,pareto,mono_cut
18,13,32.0,56.99999999999999,2,1,3,beta,mono_cut
18,14,12.0,85.0,2,1,3,beta,mono_cut
18,15,41.0,34.0,1,2,2,pareto,no_cut
18,16,18.0,77.0,1,1,1,beta,non_mono_cut
18,17,18.0,77.0,1,1,1,beta,mono_cut
18,18,15.0,79.0,1,2,2,beta,mono_cut
18,19,39.0,35.0,1,1,1,pareto,mono_cut
18,20,57.0,39.0,2,2,4,pareto,no_cut
18,21,16.0,78.0,1,1,1,beta,no_cut
18,22,64.0,35.0,1,1,1,pareto,non_mono_cut
18,23,57.0,39.0,2,2,4,pareto,mono_cut
18,24,60.0,33.0,2,1,3,pareto,no_cut
18,25,60.0,33.0,2,1,3,pareto,mono_cut
18,26,12.0,84.0,2,2,4,beta,no_cut
18,27,18.0,77.0,1,1,1,beta,no_cut
18,28,32.0,56.99999999999999,2,1,3,beta,no_cut
18,29,16.0,78.0,1,1,1,beta,non_mono_cut
18,30,17.0,82.0,2,2,4,beta,mono_cut
18,31,12.0,84.0,2,2,4,beta,non_mono_cut
18,32,57.0,39.0,2,2,4,pareto,non_mono_cut
18,33,64.0,35.0,1,1,1,pareto,no_cut
18,34,40.0,56.00000000000001,1,1,0,ac,no_cut
18,35,17.0,61.0,2,2,4,pareto,mono_cut
18,36,24.0,72.0,1,2,2,beta,no_cut
18,37,15.0,79.0,1,2,2,beta,no_cut
18,38,57.0,32.0,2,1,3,pareto,no_cut
18,39,39.0,35.0,1,1,1,pareto,non_mono_cut
18,40,39.0,35.0,1,1,1,pareto,no_cut
18,41,57.0,32.0,2,1,3,pareto,mono_cut
18,42,12.0,84.0,2,2,4,beta,mono_cut
