pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
10,1,43.0,36.0,2,2,4,pareto,non_mono_cut
10,2,23.0,56.99999999999999,2,1,3,pareto,mono_cut
10,3,17.0,77.0,1,1,1,beta,non_mono_cut
10,4,23.0,56.99999999999999,2,1,3,pareto,no_cut
10,5,34.0,38.0,1,1,1,pareto,mono_cut
10,6,17.0,78.0,2,2,4,beta,non_mono_cut
10,7,30.0,42.0,1,2,2,pareto,no_cut
10,8,27.0,69.0,2,1,3,beta,no_cut
10,9,18.0,79.0,2,1,3,beta,no_cut
10,10,49.0,41.0,1,2,2,pareto,mono_cut
10,11,36.0,37.0,1,1,1,pareto,no_cut
10,12,11.0,77.0,2,2,4,pareto,non_mono_cut
10,13,49.0,41.0,1,2,2,pareto,no_cut
10,14,15.0,80.0,1,1,1,beta,mono_cut
10,15,50.0,50.0,1,1,0,ac,no_cut
10,16,15.0,80.0,1,1,1,beta,no_cut
10,17,17.0,78.0,2,2,4,beta,no_cut
10,18,36.0,37.0,1,1,1,pareto,mono_cut
10,19,35.0,44.0,2,1,3,pareto,no_cut
10,20,35.0,44.0,2,1,3,pareto,mono_cut
10,21,17.0,77.0,1,1,1,beta,mono_cut
10,22,36.0,37.0,1,1,1,pareto,non_mono_cut
10,23,15.0,80.0,1,1,1,beta,non_mono_cut
10,24,34.0,38.0,1,1,1,pareto,non_mono_cut
10,25,20.0,76.0,2,2,4,beta,no_cut
10,26,19.0,72.0,1,2,2,beta,mono_cut
10,27,43.0,36.0,2,2,4,pareto,mono_cut
10,28,11.0,77.0,2,2,4,pareto,mono_cut
10,29,24.0,73.0,1,2,2,beta,no_cut
10,30,27.0,69.0,2,1,3,beta,mono_cut
10,31,20.0,76.0,2,2,4,beta,non_mono_cut
10,32,40.0,56.00000000000001,1,1,0,ac,no_cut
10,33,17.0,77.0,1,1,1,beta,no_cut
10,34,18.0,79.0,2,1,3,beta,mono_cut
10,35,20.0,76.0,2,2,4,beta,mono_cut
10,36,24.0,73.0,1,2,2,beta,mono_cut
10,37,11.0,77.0,2,2,4,pareto,no_cut
10,38,30.0,42.0,1,2,2,pareto,mono_cut
10,39,43.0,36.0,2,2,4,pareto,no_cut
10,40,34.0,38.0,1,1,1,pareto,no_cut
10,41,17.0,78.0,2,2,4,beta,mono_cut
10,42,19.0,72.0,1,2,2,beta,no_cut
