pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
11,1,28.0,69.0,2,2,4,beta,no_cut
11,2,13.0,83.0,1,1,1,beta,no_cut
11,3,26.0,69.0,1,2,2,beta,non_mono_cut
11,4,45.0,38.0,2,2,4,pareto,non_mono_cut
11,5,50.0,50.0,1,1,0,ac,no_cut
11,6,17.0,79.0,2,2,4,beta,no_cut
11,7,57.0,28.000000000000004,2,1,3,pareto,mono_cut
11,8,24.0,74.0,1,2,2,beta,no_cut
11,9,15.0,78.0,2,1,3,beta,non_mono_cut
11,10,13.0,83.0,1,1,1,beta,non_mono_cut
11,11,13.0,79.0,1,1,1,beta,no_cut
11,12,19.0,65.0,2,2,4,pareto,non_mono_cut
11,13,33.0,44.0,1,2,2,pareto,non_mono_cut
11,14,17.0,79.0,2,2,4,beta,non_mono_cut
11,15,45.0,38.0,2,2,4,pareto,mono_cut
11,16,45.0,38.0,2,2,4,pareto,no_cut
11,17,48.0,38.0,1,1,1,pareto,non_mono_cut
11,18,46.0,34.0,2,1,3,pareto,no_cut
11,19,15.0,81.0,2,1,3,beta,no_cut
11,20,43.0,33.0,1,2,2,pareto,no_cut
11,21,13.0,79.0,1,1,1,beta,non_mono_cut
11,22,48.0,38.0,1,1,1,pareto,mono_cut
11,23,46.0,34.0,1,1,1,pareto,non_mono_cut
11,24,24.0,74.0,1,2,2,beta,non_mono_cut
11,25,13.0,79.0,1,1,1,beta,mono_cut
11,26,19.0,65.0,2,2,4,pareto,mono_cut
11,27,15.0,78.0,2,1,3,beta,no_cut
11,28,17.0,79.0,2,2,4,beta,mono_cut
11,29,26.0,69.0,1,2,2,beta,mono_cut
11,30,40.0,56.00000000000001,1,1,0,ac,no_cut
11,31,33.0,44.0,1,2,2,pareto,mono_cut
11,32,46.0,34.0,1,1,1,pareto,mono_cut
11,33,43.0,33.0,1,2,2,pareto,non_mono_cut
11,34,57.0,28.000000000000004,2,1,3,pareto,no_cut
11,35,43.0,33.0,1,2,2,pareto,mono_cut
11,36,24.0,74.0,1,2,2,beta,mono_cut
11,37,15.0,78.0,2,1,3,beta,mono_cut
11,38,13.0,83.0,1,1,1,beta,mono_cut
11,39,19.0,65.0,2,2,4,pareto,no_cut
11,40,28.0,69.0,2,2,4,beta,non_mono_cut
11,41,48.0,38.0,1,1,1,pareto,no_cut
11,42,46.0,34.0,2,1,3,pareto,non_mono_cut
