pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
93,1,71.0,28.000000000000004,1,1,1,pareto,mc
93,2,12.0,86.0,2,2,4,beta,nc
93,3,50.0,50.0,1,1,0,ac,nc
93,4,22.0,49.0,2,2,4,pareto,nc
93,5,19.0,75.0,2,2,4,beta,nmc
93,6,54.0,38.0,1,2,2,pareto,mc
93,7,54.0,38.0,1,2,2,pareto,nc
93,8,27.0,67.0,1,2,2,beta,nc
93,9,31.0,64.0,1,1,1,pareto,nmc
93,10,19.0,75.0,2,2,4,beta,mc
93,11,48.0,32.0,2,2,4,pareto,nc
93,12,19.0,75.0,2,2,4,beta,nc
93,13,12.0,86.0,2,2,4,beta,nmc
93,14,33.0,61.0,2,1,3,pareto,nc
93,15,14.0,84.0,1,2,2,beta,nc
93,16,27.0,67.0,1,2,2,beta,mc
93,17,24.0,69.0,2,1,3,beta,mc
93,18,22.0,49.0,2,2,4,pareto,nmc
93,19,19.0,77.0,1,1,1,beta,nc
93,20,19.0,77.0,1,1,1,beta,mc
93,21,12.0,86.0,2,2,4,beta,mc
93,22,19.0,79.0,2,1,3,beta,nc
93,23,31.0,40.0,2,1,3,pareto,mc
93,24,33.0,61.0,2,1,3,pareto,mc
93,25,48.0,32.0,2,2,4,pareto,mc
93,26,14.0,84.0,1,1,1,beta,nc
93,27,40.0,56.00000000000001,1,1,0,ac,nc
93,28,48.0,32.0,2,2,4,pareto,nmc
93,29,71.0,28.000000000000004,1,1,1,pareto,nc
93,30,31.0,64.0,1,1,1,pareto,nc
93,31,56.0,28.000000000000004,1,2,2,pareto,nc
93,32,14.0,84.0,1,1,1,beta,nmc
93,33,14.0,84.0,1,1,1,beta,mc
93,34,14.0,84.0,1,2,2,beta,mc
93,35,31.0,64.0,1,1,1,pareto,mc
93,36,71.0,28.000000000000004,1,1,1,pareto,nmc
93,37,31.0,40.0,2,1,3,pareto,nc
93,38,56.0,28.000000000000004,1,2,2,pareto,mc
93,39,22.0,49.0,2,2,4,pareto,mc
93,40,19.0,79.0,2,1,3,beta,mc
93,41,24.0,69.0,2,1,3,beta,nc
93,42,19.0,77.0,1,1,1,beta,nmc
