pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
1,1,17.0,65.0,2,1,3,pareto,no_cut
1,2,73.0,27.0,2,2,4,pareto,non_mono_cut
1,3,22.0,73.0,1,1,1,beta,mono_cut
1,4,24.0,47.0,2,2,4,pareto,no_cut
1,5,19.0,54.0,1,1,1,pareto,non_mono_cut
1,6,61.0,34.0,1,2,2,pareto,no_cut
1,7,50.0,50.0,1,1,0,ac,no_cut
1,8,27.0,44.0,1,1,1,pareto,no_cut
1,9,26.0,68.0,2,2,4,beta,no_cut
1,10,30.0,61.0,1,2,2,beta,mono_cut
1,11,20.0,74.0,2,1,3,beta,mono_cut
1,12,73.0,27.0,2,2,4,pareto,no_cut
1,13,19.0,54.0,1,1,1,pareto,mono_cut
1,14,27.0,70.0,2,1,3,beta,mono_cut
1,15,38.0,50.0,1,2,2,pareto,mono_cut
1,16,73.0,27.0,2,2,4,pareto,mono_cut
1,17,15.0,83.0,2,2,4,beta,no_cut
1,18,13.0,83.0,1,1,1,beta,non_mono_cut
1,19,23.0,66.0,1,2,2,beta,no_cut
1,20,15.0,83.0,2,2,4,beta,non_mono_cut
1,21,75.0,23.0,2,1,3,pareto,no_cut
1,22,27.0,44.0,1,1,1,pareto,mono_cut
1,23,26.0,68.0,2,2,4,beta,non_mono_cut
1,24,38.0,50.0,1,2,2,pareto,no_cut
1,25,19.0,54.0,1,1,1,pareto,no_cut
1,26,15.0,83.0,2,2,4,beta,mono_cut
1,27,75.0,23.0,2,1,3,pareto,mono_cut
1,28,13.0,83.0,1,1,1,beta,mono_cut
1,29,24.0,47.0,2,2,4,pareto,non_mono_cut
1,30,40.0,56.00000000000001,1,1,0,ac,no_cut
1,31,27.0,44.0,1,1,1,pareto,non_mono_cut
1,32,20.0,74.0,2,1,3,beta,no_cut
1,33,30.0,61.0,1,2,2,beta,no_cut
1,34,22.0,73.0,1,1,1,beta,non_mono_cut
1,35,61.0,34.0,1,2,2,pareto,mono_cut
1,36,27.0,70.0,2,1,3,beta,no_cut
1,37,17.0,65.0,2,1,3,pareto,mono_cut
1,38,23.0,66.0,1,2,2,beta,mono_cut
1,39,22.0,73.0,1,1,1,beta,no_cut
1,40,13.0,83.0,1,1,1,beta,no_cut
1,41,26.0,68.0,2,2,4,beta,mono_cut
1,42,24.0,47.0,2,2,4,pareto,mono_cut
