pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
33,1,22.0,75.0,1,2,2,beta,mc
33,2,24.0,54.0,1,1,1,pareto,mc
33,3,65.0,28.999999999999996,2,2,4,pareto,nmc
33,4,20.0,78.0,2,1,3,beta,nc
33,5,20.0,70.0,1,2,2,pareto,nc
33,6,66.0,23.0,2,2,4,pareto,nmc
33,7,24.0,54.0,1,1,1,pareto,nmc
33,8,39.0,46.0,1,2,2,pareto,nc
33,9,39.0,46.0,1,2,2,pareto,mc
33,10,22.0,75.0,1,2,2,beta,nc
33,11,50.0,50.0,1,1,0,ac,nc
33,12,19.0,77.0,2,1,3,beta,mc
33,13,27.0,61.0,1,1,1,beta,nmc
33,14,20.0,78.0,2,1,3,beta,mc
33,15,50.0,40.0,1,1,1,pareto,nmc
33,16,34.0,65.0,2,1,3,pareto,nc
33,17,66.0,23.0,2,2,4,pareto,nc
33,18,24.0,54.0,1,1,1,pareto,nc
33,19,25.0,70.0,1,1,1,beta,nc
33,20,20.0,70.0,1,2,2,pareto,mc
33,21,56.0,30.0,2,1,3,pareto,mc
33,22,66.0,23.0,2,2,4,pareto,mc
33,23,34.0,65.0,2,1,3,pareto,mc
33,24,24.0,71.0,2,2,4,beta,nmc
33,25,50.0,40.0,1,1,1,pareto,mc
33,26,19.0,77.0,2,1,3,beta,nc
33,27,27.0,61.0,1,1,1,beta,nc
33,28,20.0,75.0,2,2,4,beta,nmc
33,29,20.0,75.0,2,2,4,beta,mc
33,30,50.0,40.0,1,1,1,pareto,nc
33,31,24.0,71.0,2,2,4,beta,nc
33,32,25.0,70.0,1,1,1,beta,mc
33,33,27.0,61.0,1,1,1,beta,mc
33,34,19.0,76.0,1,2,2,beta,mc
33,35,25.0,70.0,1,1,1,beta,nmc
33,36,56.0,30.0,2,1,3,pareto,nc
33,37,40.0,56.00000000000001,1,1,0,ac,nc
33,38,24.0,71.0,2,2,4,beta,mc
33,39,19.0,76.0,1,2,2,beta,nc
33,40,20.0,75.0,2,2,4,beta,nc
33,41,65.0,28.999999999999996,2,2,4,pareto,mc
33,42,65.0,28.999999999999996,2,2,4,pareto,nc
