pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
17,1,41.0,34.0,2,1,3,pareto,mono_cut
17,2,37.0,48.0,1,1,1,pareto,non_mono_cut
17,3,23.0,75.0,1,2,2,beta,mono_cut
17,4,76.0,22.0,2,2,4,pareto,non_mono_cut
17,5,37.0,48.0,1,1,1,pareto,no_cut
17,6,62.0,28.000000000000004,2,1,3,pareto,non_mono_cut
17,7,50.0,50.0,1,1,0,ac,no_cut
17,8,32.0,40.0,2,2,4,pareto,mono_cut
17,9,16.0,82.0,2,2,4,beta,no_cut
17,10,29.0,65.0,1,1,1,beta,mono_cut
17,11,13.0,85.0,2,2,4,beta,non_mono_cut
17,12,26.0,67.0,2,1,3,beta,non_mono_cut
17,13,46.0,30.0,1,2,2,pareto,non_mono_cut
17,14,58.0,27.0,1,2,2,pareto,mono_cut
17,15,22.0,74.0,1,1,1,beta,mono_cut
17,16,13.0,85.0,2,2,4,beta,no_cut
17,17,29.0,65.0,1,1,1,beta,non_mono_cut
17,18,16.0,82.0,2,2,4,beta,non_mono_cut
17,19,23.0,75.0,1,2,2,beta,non_mono_cut
17,20,16.0,82.0,2,2,4,beta,mono_cut
17,21,26.0,67.0,2,1,3,beta,no_cut
17,22,22.0,74.0,1,1,1,beta,non_mono_cut
17,23,32.0,40.0,2,2,4,pareto,non_mono_cut
17,24,22.0,74.0,1,1,1,beta,no_cut
17,25,32.0,40.0,2,2,4,pareto,no_cut
17,26,41.0,34.0,2,1,3,pareto,non_mono_cut
17,27,62.0,28.000000000000004,2,1,3,pareto,no_cut
17,28,29.0,65.0,1,1,1,beta,no_cut
17,29,40.0,56.00000000000001,1,1,0,ac,no_cut
17,30,46.0,30.0,1,2,2,pareto,mono_cut
17,31,41.0,34.0,2,1,3,pareto,no_cut
17,32,46.0,30.0,1,2,2,pareto,no_cut
17,33,11.0,87.0,1,2,2,beta,mono_cut
17,34,62.0,28.000000000000004,2,1,3,pareto,mono_cut
17,35,26.0,67.0,2,1,3,beta,mono_cut
17,36,15.0,81.0,2,1,3,beta,mono_cut
17,37,58.0,27.0,1,2,2,pareto,no_cut
17,38,23.0,75.0,1,2,2,beta,no_cut
17,39,40.0,44.0,1,1,1,pareto,no_cut
17,40,58.0,27.0,1,2,2,pareto,non_mono_cut
17,41,76.0,22.0,2,2,4,pareto,mono_cut
17,42,11.0,87.0,1,2,2,beta,non_mono_cut
