pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
22,1,19.0,77.0,2,2,4,beta,nc
22,2,28.0,51.0,2,1,3,pareto,mc
22,3,21.0,55.00000000000001,2,2,4,pareto,nc
22,4,29.0,42.0,1,2,2,pareto,nc
22,5,14.0,82.0,2,1,3,beta,mc
22,6,28.0,61.0,2,1,3,pareto,nc
22,7,17.0,77.0,1,1,1,beta,nc
22,8,60.0,28.000000000000004,1,1,1,pareto,nmc
22,9,16.0,78.0,1,2,2,beta,mc
22,10,50.0,50.0,1,1,0,ac,nc
22,11,40.0,44.0,2,2,4,pareto,nc
22,12,40.0,44.0,2,2,4,pareto,mc
22,13,40.0,44.0,2,2,4,pareto,nmc
22,14,24.0,69.0,1,2,2,beta,nc
22,15,36.0,61.0,1,1,1,beta,nc
22,16,48.0,46.0,1,2,2,pareto,nc
22,17,17.0,59.0,1,1,1,pareto,mc
22,18,28.0,61.0,2,1,3,pareto,mc
22,19,17.0,59.0,1,1,1,pareto,nc
22,20,24.0,69.0,1,2,2,beta,mc
22,21,39.0,59.0,2,2,4,beta,mc
22,22,36.0,61.0,1,1,1,beta,nmc
22,23,17.0,59.0,1,1,1,pareto,nmc
22,24,17.0,77.0,1,1,1,beta,nmc
22,25,21.0,55.00000000000001,2,2,4,pareto,nmc
22,26,10.0,86.0,2,1,3,beta,nc
22,27,28.0,51.0,2,1,3,pareto,nc
22,28,19.0,77.0,2,2,4,beta,mc
22,29,60.0,28.000000000000004,1,1,1,pareto,mc
22,30,19.0,77.0,2,2,4,beta,nmc
22,31,60.0,28.000000000000004,1,1,1,pareto,nc
22,32,36.0,61.0,1,1,1,beta,mc
22,33,14.0,82.0,2,1,3,beta,nc
22,34,39.0,59.0,2,2,4,beta,nc
22,35,29.0,42.0,1,2,2,pareto,mc
22,36,39.0,59.0,2,2,4,beta,nmc
22,37,17.0,77.0,1,1,1,beta,mc
22,38,16.0,78.0,1,2,2,beta,nc
22,39,10.0,86.0,2,1,3,beta,mc
22,40,21.0,55.00000000000001,2,2,4,pareto,mc
22,41,48.0,46.0,1,2,2,pareto,mc
22,42,40.0,56.00000000000001,1,1,0,ac,nc
