pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
167,1,55.0,38.0,2,2,4,pareto,nmc
167,2,26.0,67.0,1,1,1,beta,nc
167,3,27.0,68.0,2,2,4,beta,nc
167,4,50.0,50.0,1,1,0,ac,nc
167,5,47.0,36.0,1,1,1,pareto,mc
167,6,33.0,38.0,2,1,3,pareto,mc
167,7,54.0,34.0,1,2,2,pareto,mc
167,8,40.0,33.0,1,2,2,pareto,mc
167,9,15.0,57.99999999999999,2,1,3,pareto,nc
167,10,22.0,74.0,1,2,2,beta,mc
167,11,27.0,66.0,1,2,2,beta,mc
167,12,21.0,53.0,2,2,4,pareto,nc
167,13,21.0,77.0,2,1,3,beta,mc
167,14,33.0,38.0,2,1,3,pareto,nc
167,15,26.0,67.0,1,1,1,beta,mc
167,16,21.0,76.0,2,2,4,beta,mc
167,17,21.0,53.0,2,2,4,pareto,nmc
167,18,54.0,34.0,1,2,2,pareto,nc
167,19,47.0,32.0,1,1,1,pareto,nc
167,20,23.0,70.0,1,1,1,beta,mc
167,21,55.0,38.0,2,2,4,pareto,nc
167,22,23.0,70.0,1,1,1,beta,nc
167,23,15.0,57.99999999999999,2,1,3,pareto,mc
167,24,47.0,36.0,1,1,1,pareto,nmc
167,25,21.0,77.0,2,1,3,beta,nc
167,26,27.0,68.0,2,2,4,beta,mc
167,27,40.0,56.00000000000001,1,1,0,ac,nc
167,28,12.0,84.0,2,1,3,beta,mc
167,29,21.0,76.0,2,2,4,beta,nmc
167,30,21.0,53.0,2,2,4,pareto,mc
167,31,21.0,76.0,2,2,4,beta,nc
167,32,47.0,36.0,1,1,1,pareto,nc
167,33,12.0,84.0,2,1,3,beta,nc
167,34,22.0,74.0,1,2,2,beta,nc
167,35,55.0,38.0,2,2,4,pareto,mc
167,36,26.0,67.0,1,1,1,beta,nmc
167,37,23.0,70.0,1,1,1,beta,nmc
167,38,47.0,32.0,1,1,1,pareto,mc
167,39,47.0,32.0,1,1,1,pareto,nmc
167,40,27.0,68.0,2,2,4,beta,nmc
167,41,40.0,33.0,1,2,2,pareto,nc
167,42,27.0,66.0,1,2,2,beta,nc
