pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
54,1,55.0,35.0,1,1,1,pareto,nmc
54,2,36.0,46.0,2,1,3,pareto,mc
54,3,19.0,78.0,2,2,4,beta,mc
54,4,56.0,26.0,1,2,2,pareto,nc
54,5,24.0,69.0,2,2,4,beta,nc
54,6,11.0,81.0,1,1,1,pareto,mc
54,7,8.0,74.0,2,1,3,pareto,nc
54,8,70.0,24.0,1,2,2,pareto,nc
54,9,26.0,69.0,1,1,1,beta,nmc
54,10,62.0,32.0,2,2,4,pareto,nmc
54,11,50.0,50.0,1,1,0,ac,nc
54,12,22.0,48.0,2,2,4,pareto,nc
54,13,18.0,76.0,2,1,3,beta,nc
54,14,36.0,46.0,2,1,3,pareto,nc
54,15,56.0,26.0,1,2,2,pareto,mc
54,16,28.0,69.0,2,1,3,beta,mc
54,17,18.0,76.0,2,1,3,beta,mc
54,18,70.0,24.0,1,2,2,pareto,mc
54,19,62.0,32.0,2,2,4,pareto,nc
54,20,22.0,48.0,2,2,4,pareto,mc
54,21,22.0,48.0,2,2,4,pareto,nmc
54,22,55.0,35.0,1,1,1,pareto,nc
54,23,8.0,74.0,2,1,3,pareto,mc
54,24,19.0,78.0,2,2,4,beta,nmc
54,25,11.0,81.0,1,1,1,pareto,nmc
54,26,55.0,35.0,1,1,1,pareto,mc
54,27,16.0,82.0,1,1,1,beta,mc
54,28,26.0,69.0,1,1,1,beta,mc
54,29,40.0,56.00000000000001,1,1,0,ac,nc
54,30,21.0,72.0,1,2,2,beta,nc
54,31,24.0,69.0,2,2,4,beta,nmc
54,32,26.0,69.0,1,2,2,beta,nc
54,33,19.0,78.0,2,2,4,beta,nc
54,34,16.0,82.0,1,1,1,beta,nc
54,35,16.0,82.0,1,1,1,beta,nmc
54,36,26.0,69.0,1,1,1,beta,nc
54,37,26.0,69.0,1,2,2,beta,mc
54,38,21.0,72.0,1,2,2,beta,mc
54,39,28.0,69.0,2,1,3,beta,nc
54,40,11.0,81.0,1,1,1,pareto,nc
54,41,24.0,69.0,2,2,4,beta,mc
54,42,62.0,32.0,2,2,4,pareto,mc
