pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
136,1,43.0,32.0,2,1,3,pareto,nc
136,2,57.0,28.999999999999996,1,1,1,pareto,nc
136,3,38.0,46.0,1,1,1,pareto,nc
136,4,48.0,43.0,2,2,4,pareto,nc
136,5,28.0,43.0,2,2,4,pareto,mc
136,6,43.0,32.0,2,1,3,pareto,mc
136,7,23.0,73.0,1,1,1,beta,nmc
136,8,24.0,71.0,2,2,4,beta,mc
136,9,22.0,76.0,1,1,1,beta,nc
136,10,28.0,43.0,2,2,4,pareto,nmc
136,11,50.0,50.0,1,1,0,ac,nc
136,12,20.0,52.0,1,2,2,pareto,mc
136,13,57.0,27.0,2,1,3,pareto,nc
136,14,20.0,52.0,1,2,2,pareto,nc
136,15,22.0,72.0,1,2,2,beta,nc
136,16,29.0,66.0,2,2,4,beta,mc
136,17,57.0,27.0,2,1,3,pareto,mc
136,18,16.0,79.0,2,1,3,beta,nc
136,19,24.0,71.0,2,2,4,beta,nmc
136,20,16.0,78.0,1,2,2,beta,mc
136,21,29.0,66.0,2,2,4,beta,nc
136,22,23.0,73.0,1,1,1,beta,mc
136,23,22.0,72.0,1,2,2,beta,mc
136,24,57.0,28.999999999999996,1,1,1,pareto,mc
136,25,17.0,78.0,2,1,3,beta,mc
136,26,57.0,28.999999999999996,1,1,1,pareto,nmc
136,27,38.0,46.0,1,1,1,pareto,nmc
136,28,40.0,56.00000000000001,1,1,0,ac,nc
136,29,28.0,43.0,2,2,4,pareto,nc
136,30,51.0,34.0,1,2,2,pareto,nc
136,31,17.0,78.0,2,1,3,beta,nc
136,32,16.0,79.0,2,1,3,beta,mc
136,33,22.0,76.0,1,1,1,beta,nmc
136,34,48.0,43.0,2,2,4,pareto,mc
136,35,29.0,66.0,2,2,4,beta,nmc
136,36,48.0,43.0,2,2,4,pareto,nmc
136,37,38.0,46.0,1,1,1,pareto,mc
136,38,22.0,76.0,1,1,1,beta,mc
136,39,51.0,34.0,1,2,2,pareto,mc
136,40,16.0,78.0,1,2,2,beta,nc
136,41,23.0,73.0,1,1,1,beta,nc
136,42,24.0,71.0,2,2,4,beta,nc
