pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
14,1,17.0,80.0,1,1,1,beta,nmc
14,2,21.0,75.0,1,2,2,beta,nc
14,3,12.0,64.0,2,2,4,pareto,nmc
14,4,12.0,64.0,2,2,4,pareto,nc
14,5,37.0,42.0,1,1,1,pareto,mc
14,6,76.0,21.0,1,1,1,pareto,nc
14,7,22.0,75.0,2,1,3,beta,nc
14,8,37.0,49.0,2,1,3,pareto,nc
14,9,22.0,71.0,2,2,4,beta,nmc
14,10,5.0,93.0,2,2,4,beta,nc
14,11,44.0,53.0,2,1,3,beta,nc
14,12,25.0,70.0,1,2,2,beta,nc
14,13,22.0,71.0,2,2,4,beta,mc
14,14,72.0,24.0,1,2,2,pareto,mc
14,15,5.0,93.0,2,2,4,beta,mc
14,16,50.0,50.0,1,1,0,ac,nc
14,17,12.0,64.0,2,2,4,pareto,mc
14,18,20.0,73.0,1,1,1,beta,mc
14,19,76.0,21.0,1,1,1,pareto,mc
14,20,17.0,80.0,1,1,1,beta,nc
14,21,68.0,24.0,2,2,4,pareto,nmc
14,22,22.0,71.0,2,2,4,beta,nc
14,23,59.0,34.0,2,1,3,pareto,nc
14,24,37.0,49.0,2,1,3,pareto,mc
14,25,76.0,21.0,1,1,1,pareto,nmc
14,26,40.0,56.00000000000001,1,1,0,ac,nc
14,27,55.0,35.0,1,2,2,pareto,nc
14,28,37.0,42.0,1,1,1,pareto,nc
14,29,44.0,53.0,2,1,3,beta,mc
14,30,20.0,73.0,1,1,1,beta,nmc
14,31,37.0,42.0,1,1,1,pareto,nmc
14,32,20.0,73.0,1,1,1,beta,nc
14,33,68.0,24.0,2,2,4,pareto,nc
14,34,55.0,35.0,1,2,2,pareto,mc
14,35,5.0,93.0,2,2,4,beta,nmc
14,36,72.0,24.0,1,2,2,pareto,nc
14,37,17.0,80.0,1,1,1,beta,mc
14,38,59.0,34.0,2,1,3,pareto,mc
14,39,22.0,75.0,2,1,3,beta,mc
14,40,21.0,75.0,1,2,2,beta,mc
14,41,68.0,24.0,2,2,4,pareto,mc
14,42,25.0,70.0,1,2,2,beta,mc
