pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
193,1,56.0,33.0,1,2,2,pareto,mc
193,2,20.0,55.00000000000001,1,2,2,pareto,nc
193,3,9.0,87.0,2,2,4,beta,mc
193,4,26.0,62.0,2,1,3,pareto,nc
193,5,15.0,81.0,2,2,4,beta,nmc
193,6,9.0,87.0,2,2,4,beta,nc
193,7,15.0,80.0,1,2,2,beta,nc
193,8,9.0,87.0,2,2,4,beta,nmc
193,9,15.0,80.0,1,2,2,beta,mc
193,10,24.0,68.0,2,1,3,beta,nc
193,11,51.0,39.0,1,1,1,pareto,nmc
193,12,15.0,84.0,1,1,1,beta,mc
193,13,27.0,71.0,1,2,2,beta,mc
193,14,20.0,55.00000000000001,1,2,2,pareto,mc
193,15,25.0,68.0,1,1,1,beta,nmc
193,16,50.0,50.0,1,1,0,ac,nc
193,17,63.0,33.0,2,2,4,pareto,nmc
193,18,68.0,28.999999999999996,2,2,4,pareto,nc
193,19,51.0,39.0,1,1,1,pareto,mc
193,20,65.0,24.0,1,1,1,pareto,nc
193,21,63.0,33.0,2,2,4,pareto,nc
193,22,13.0,82.0,2,1,3,beta,mc
193,23,56.0,33.0,1,2,2,pareto,nc
193,24,44.0,33.0,2,1,3,pareto,mc
193,25,68.0,28.999999999999996,2,2,4,pareto,mc
193,26,26.0,62.0,2,1,3,pareto,mc
193,27,25.0,68.0,1,1,1,beta,nc
193,28,51.0,39.0,1,1,1,pareto,nc
193,29,40.0,56.00000000000001,1,1,0,ac,nc
193,30,25.0,68.0,1,1,1,beta,mc
193,31,68.0,28.999999999999996,2,2,4,pareto,nmc
193,32,44.0,33.0,2,1,3,pareto,nc
193,33,65.0,24.0,1,1,1,pareto,mc
193,34,65.0,24.0,1,1,1,pareto,nmc
193,35,27.0,71.0,1,2,2,beta,nc
193,36,13.0,82.0,2,1,3,beta,nc
193,37,63.0,33.0,2,2,4,pareto,mc
193,38,15.0,81.0,2,2,4,beta,nc
193,39,24.0,68.0,2,1,3,beta,mc
193,40,15.0,81.0,2,2,4,beta,mc
193,41,15.0,84.0,1,1,1,beta,nc
193,42,15.0,84.0,1,1,1,beta,nmc
