pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
6,1,41.0,55.00000000000001,1,1,1,beta,no_cut
6,2,24.0,71.0,2,2,4,beta,non_mono_cut
6,3,25.0,71.0,2,2,4,beta,no_cut
6,4,51.0,37.0,2,1,3,pareto,mono_cut
6,5,48.0,36.0,2,2,4,pareto,mono_cut
6,6,20.0,78.0,2,1,3,beta,mono_cut
6,7,69.0,25.0,2,2,4,pareto,non_mono_cut
6,8,33.0,51.0,1,1,1,pareto,no_cut
6,9,41.0,55.00000000000001,1,1,1,beta,mono_cut
6,10,45.0,33.0,1,1,1,pareto,non_mono_cut
6,11,33.0,51.0,1,1,1,pareto,mono_cut
6,12,21.0,72.0,1,2,2,beta,no_cut
6,13,22.0,72.0,1,2,2,beta,no_cut
6,14,25.0,71.0,2,2,4,beta,mono_cut
6,15,69.0,25.0,2,2,4,pareto,no_cut
6,16,61.0,28.000000000000004,1,2,2,pareto,mono_cut
6,17,21.0,72.0,1,2,2,beta,mono_cut
6,18,50.0,50.0,1,1,0,ac,no_cut
6,19,21.0,74.0,2,1,3,beta,mono_cut
6,20,25.0,71.0,2,2,4,beta,non_mono_cut
6,21,21.0,72.0,1,1,1,beta,non_mono_cut
6,22,45.0,33.0,1,1,1,pareto,no_cut
6,23,41.0,55.00000000000001,1,1,1,beta,non_mono_cut
6,24,29.0,48.0,2,1,3,pareto,mono_cut
6,25,21.0,72.0,1,1,1,beta,mono_cut
6,26,48.0,36.0,2,2,4,pareto,non_mono_cut
6,27,60.0,30.0,1,2,2,pareto,no_cut
6,28,22.0,72.0,1,2,2,beta,mono_cut
6,29,60.0,30.0,1,2,2,pareto,mono_cut
6,30,40.0,56.00000000000001,1,1,0,ac,no_cut
6,31,21.0,72.0,1,1,1,beta,no_cut
6,32,45.0,33.0,1,1,1,pareto,mono_cut
6,33,48.0,36.0,2,2,4,pareto,no_cut
6,34,24.0,71.0,2,2,4,beta,mono_cut
6,35,69.0,25.0,2,2,4,pareto,mono_cut
6,36,21.0,74.0,2,1,3,beta,no_cut
6,37,20.0,78.0,2,1,3,beta,no_cut
6,38,33.0,51.0,1,1,1,pareto,non_mono_cut
6,39,51.0,37.0,2,1,3,pareto,no_cut
6,40,29.0,48.0,2,1,3,pareto,no_cut
6,41,61.0,28.000000000000004,1,2,2,pareto,no_cut
6,42,24.0,71.0,2,2,4,beta,no_cut
