pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
10,1,17.0,81.0,2,2,4,beta,non_mono_cut
10,2,24.0,45.0,1,2,2,pareto,non_mono_cut
10,3,24.0,45.0,1,2,2,pareto,mono_cut
10,4,13.0,84.0,2,2,4,beta,mono_cut
10,5,28.0,69.0,2,1,3,beta,mono_cut
10,6,33.0,63.0,1,2,2,pareto,mono_cut
10,7,13.0,84.0,2,2,4,beta,non_mono_cut
10,8,23.0,71.0,2,1,3,beta,no_cut
10,9,23.0,71.0,2,1,3,beta,mono_cut
10,10,43.0,38.0,2,1,3,pareto,non_mono_cut
10,11,17.0,81.0,2,2,4,beta,mono_cut
10,12,64.0,30.0,1,1,1,pareto,non_mono_cut
10,13,14.0,82.0,1,2,2,beta,mono_cut
10,14,43.0,38.0,2,1,3,pareto,no_cut
10,15,62.0,26.0,1,1,1,pareto,mono_cut
10,16,12.0,83.0,1,2,2,beta,no_cut
10,17,54.0,30.0,2,2,4,pareto,mono_cut
10,18,14.0,82.0,1,2,2,beta,non_mono_cut
10,19,50.0,50.0,1,1,0,ac,no_cut
10,20,12.0,83.0,1,2,2,beta,mono_cut
10,21,64.0,30.0,1,1,1,pareto,no_cut
10,22,62.0,26.0,1,1,1,pareto,non_mono_cut
10,23,22.0,71.0,1,1,1,beta,non_mono_cut
10,24,64.0,30.0,1,1,1,pareto,mono_cut
10,25,54.0,30.0,2,2,4,pareto,non_mono_cut
10,26,17.0,81.0,2,2,4,beta,no_cut
10,27,28.0,46.0,2,2,4,pareto,mono_cut
10,28,43.0,38.0,2,1,3,pareto,mono_cut
10,29,22.0,71.0,1,1,1,beta,no_cut
10,30,11.0,87.0,1,1,1,beta,mono_cut
10,31,28.0,46.0,2,2,4,pareto,no_cut
10,32,13.0,84.0,2,2,4,beta,no_cut
10,33,22.0,71.0,1,1,1,beta,mono_cut
10,34,23.0,71.0,2,1,3,beta,non_mono_cut
10,35,28.0,69.0,2,1,3,beta,no_cut
10,36,40.0,56.00000000000001,1,1,0,ac,no_cut
10,37,21.0,52.0,2,1,3,pareto,non_mono_cut
10,38,24.0,45.0,1,2,2,pareto,no_cut
10,39,11.0,87.0,1,1,1,beta,non_mono_cut
10,40,62.0,26.0,1,1,1,pareto,no_cut
10,41,12.0,83.0,1,2,2,beta,non_mono_cut
10,42,33.0,63.0,1,2,2,pareto,non_mono_cut
