pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
11,1,23.0,49.0,2,2,4,pareto,no_cut
11,2,56.0,28.000000000000004,1,1,1,pareto,mono_cut
11,3,67.0,26.0,2,2,4,pareto,mono_cut
11,4,50.0,50.0,1,1,0,ac,no_cut
11,5,27.0,50.0,1,2,2,pareto,no_cut
11,6,19.0,77.0,1,2,2,beta,no_cut
11,7,22.0,74.0,2,1,3,beta,no_cut
11,8,12.0,86.0,2,2,4,beta,non_mono_cut
11,9,17.0,77.0,1,2,2,beta,mono_cut
11,10,22.0,72.0,1,1,1,beta,non_mono_cut
11,11,27.0,50.0,1,2,2,pareto,mono_cut
11,12,17.0,79.0,2,2,4,beta,non_mono_cut
11,13,67.0,26.0,2,2,4,pareto,no_cut
11,14,17.0,80.0,2,1,3,beta,no_cut
11,15,22.0,72.0,1,1,1,beta,mono_cut
11,16,22.0,72.0,1,1,1,beta,no_cut
11,17,49.0,34.0,1,1,1,pareto,no_cut
11,18,22.0,74.0,2,1,3,beta,mono_cut
11,19,35.0,53.0,1,2,2,pareto,no_cut
11,20,17.0,79.0,2,2,4,beta,mono_cut
11,21,35.0,53.0,1,2,2,pareto,mono_cut
11,22,17.0,79.0,2,2,4,beta,no_cut
11,23,56.0,28.000000000000004,1,1,1,pareto,no_cut
11,24,67.0,26.0,2,2,4,pareto,non_mono_cut
11,25,63.0,24.0,2,1,3,pareto,mono_cut
11,26,49.0,34.0,1,1,1,pareto,non_mono_cut
11,27,22.0,74.0,1,1,1,beta,mono_cut
11,28,17.0,80.0,2,1,3,beta,mono_cut
11,29,17.0,77.0,1,2,2,beta,no_cut
11,30,40.0,56.00000000000001,1,1,0,ac,no_cut
11,31,53.0,39.0,2,1,3,pareto,mono_cut
11,32,53.0,39.0,2,1,3,pareto,no_cut
11,33,12.0,86.0,2,2,4,beta,mono_cut
11,34,12.0,86.0,2,2,4,beta,no_cut
11,35,22.0,74.0,1,1,1,beta,no_cut
11,36,22.0,74.0,1,1,1,beta,non_mono_cut
11,37,23.0,49.0,2,2,4,pareto,non_mono_cut
11,38,19.0,77.0,1,2,2,beta,mono_cut
11,39,23.0,49.0,2,2,4,pareto,mono_cut
11,40,49.0,34.0,1,1,1,pareto,mono_cut
11,41,56.0,28.000000000000004,1,1,1,pareto,non_mono_cut
11,42,63.0,24.0,2,1,3,pareto,no_cut
