pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
12,1,24.0,53.0,1,1,1,pareto,mono_cut
12,2,13.0,84.0,1,1,1,beta,mono_cut
12,3,52.0,34.0,2,1,3,pareto,mono_cut
12,4,32.0,48.0,1,1,1,pareto,non_mono_cut
12,5,21.0,78.0,1,2,2,beta,non_mono_cut
12,6,16.0,81.0,1,1,1,beta,no_cut
12,7,24.0,53.0,1,1,1,pareto,non_mono_cut
12,8,16.0,81.0,2,2,4,beta,mono_cut
12,9,16.0,81.0,1,1,1,beta,mono_cut
12,10,14.0,80.0,1,2,2,beta,mono_cut
12,11,25.0,49.0,1,2,2,pareto,mono_cut
12,12,73.0,22.0,2,2,4,pareto,non_mono_cut
12,13,14.0,80.0,1,2,2,beta,non_mono_cut
12,14,16.0,80.0,2,2,4,beta,no_cut
12,15,45.0,38.0,1,2,2,pareto,mono_cut
12,16,50.0,50.0,1,1,0,ac,no_cut
12,17,52.0,34.0,2,1,3,pareto,non_mono_cut
12,18,21.0,50.0,2,1,3,pareto,mono_cut
12,19,16.0,81.0,2,2,4,beta,non_mono_cut
12,20,13.0,84.0,1,1,1,beta,no_cut
12,21,21.0,50.0,2,1,3,pareto,non_mono_cut
12,22,21.0,78.0,1,2,2,beta,mono_cut
12,23,76.0,22.0,2,2,4,pareto,non_mono_cut
12,24,25.0,49.0,1,2,2,pareto,non_mono_cut
12,25,45.0,38.0,1,2,2,pareto,non_mono_cut
12,26,32.0,48.0,1,1,1,pareto,no_cut
12,27,24.0,70.0,2,1,3,beta,no_cut
12,28,32.0,48.0,1,1,1,pareto,mono_cut
12,29,76.0,22.0,2,2,4,pareto,mono_cut
12,30,24.0,70.0,2,1,3,beta,mono_cut
12,31,25.0,49.0,1,2,2,pareto,no_cut
12,32,16.0,81.0,1,1,1,beta,non_mono_cut
12,33,13.0,84.0,1,1,1,beta,non_mono_cut
12,34,45.0,38.0,1,2,2,pareto,no_cut
12,35,52.0,34.0,2,1,3,pareto,no_cut
12,36,76.0,22.0,2,2,4,pareto,no_cut
12,37,40.0,56.00000000000001,1,1,0,ac,no_cut
12,38,21.0,50.0,2,1,3,pareto,no_cut
12,39,14.0,80.0,1,2,2,beta,no_cut
12,40,21.0,78.0,1,2,2,beta,no_cut
12,41,16.0,80.0,2,2,4,beta,mono_cut
12,42,20.0,75.0,2,1,3,beta,mono_cut
