pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
12,1,51.0,33.0,2,2,4,pareto,mono_cut
12,2,57.0,27.0,1,2,2,pareto,mono_cut
12,3,18.0,75.0,2,1,3,beta,no_cut
12,4,57.0,27.0,1,2,2,pareto,no_cut
12,5,23.0,70.0,2,2,4,beta,no_cut
12,6,50.0,50.0,1,1,0,ac,no_cut
12,7,55.0,27.0,1,1,1,pareto,mono_cut
12,8,23.0,74.0,1,2,2,beta,no_cut
12,9,15.0,82.0,2,2,4,beta,no_cut
12,10,33.0,41.0,1,1,1,pareto,mono_cut
12,11,31.0,64.0,2,1,3,beta,mono_cut
12,12,51.0,48.0,2,1,3,pareto,no_cut
12,13,40.0,43.0,2,1,3,pareto,no_cut
12,14,45.0,34.0,2,2,4,pareto,non_mono_cut
12,15,15.0,82.0,2,2,4,beta,mono_cut
12,16,45.0,34.0,2,2,4,pareto,no_cut
12,17,51.0,33.0,2,2,4,pareto,no_cut
12,18,55.0,27.0,1,1,1,pareto,no_cut
12,19,15.0,82.0,1,1,1,beta,non_mono_cut
12,20,51.0,48.0,2,1,3,pareto,mono_cut
12,21,33.0,41.0,1,1,1,pareto,non_mono_cut
12,22,15.0,82.0,2,2,4,beta,non_mono_cut
12,23,33.0,41.0,1,1,1,pareto,no_cut
12,24,31.0,64.0,2,1,3,beta,no_cut
12,25,15.0,82.0,1,1,1,beta,mono_cut
12,26,16.0,77.0,1,2,2,beta,mono_cut
12,27,41.0,53.0,1,1,1,beta,no_cut
12,28,23.0,70.0,2,2,4,beta,mono_cut
12,29,18.0,75.0,2,1,3,beta,mono_cut
12,30,45.0,34.0,2,2,4,pareto,mono_cut
12,31,15.0,82.0,1,1,1,beta,no_cut
12,32,40.0,56.00000000000001,1,1,0,ac,no_cut
12,33,55.0,27.0,1,1,1,pareto,non_mono_cut
12,34,40.0,43.0,2,1,3,pareto,mono_cut
12,35,51.0,33.0,2,2,4,pareto,non_mono_cut
12,36,53.0,39.0,1,2,2,pareto,mono_cut
12,37,41.0,53.0,1,1,1,beta,non_mono_cut
12,38,23.0,74.0,1,2,2,beta,mono_cut
12,39,41.0,53.0,1,1,1,beta,mono_cut
12,40,23.0,70.0,2,2,4,beta,non_mono_cut
12,41,16.0,77.0,1,2,2,beta,no_cut
12,42,53.0,39.0,1,2,2,pareto,no_cut
