pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
238,1,29.0,45.0,2,1,3,pareto,nc
238,2,26.0,69.0,1,2,2,beta,nc
238,3,26.0,63.0,2,1,3,beta,mc
238,4,21.0,71.0,1,2,2,beta,nc
238,5,17.0,79.0,1,1,1,beta,nc
238,6,75.0,21.0,1,2,2,pareto,nc
238,7,32.0,38.0,2,2,4,pareto,nc
238,8,26.0,72.0,2,1,3,beta,mc
238,9,24.0,72.0,2,2,4,beta,nc
238,10,60.0,33.0,2,2,4,pareto,nmc
238,11,29.0,45.0,2,1,3,pareto,mc
238,12,66.0,28.999999999999996,1,1,1,pareto,mc
238,13,17.0,79.0,1,1,1,beta,mc
238,14,21.0,71.0,1,2,2,beta,mc
238,15,66.0,28.999999999999996,1,1,1,pareto,nc
238,16,23.0,70.0,2,2,4,beta,mc
238,17,17.0,79.0,1,1,1,beta,nmc
238,18,69.0,25.0,1,1,1,pareto,mc
238,19,75.0,21.0,1,2,2,pareto,mc
238,20,28.0,45.0,2,1,3,pareto,mc
238,21,50.0,50.0,1,1,0,ac,nc
238,22,11.0,65.0,1,2,2,pareto,nc
238,23,24.0,72.0,2,2,4,beta,mc
238,24,66.0,28.999999999999996,1,1,1,pareto,nmc
238,25,32.0,38.0,2,2,4,pareto,nmc
238,26,26.0,72.0,2,1,3,beta,nc
238,27,21.0,70.0,1,1,1,beta,mc
238,28,60.0,33.0,2,2,4,pareto,nc
238,29,26.0,63.0,2,1,3,beta,nc
238,30,11.0,65.0,1,2,2,pareto,mc
238,31,40.0,56.00000000000001,1,1,0,ac,nc
238,32,69.0,25.0,1,1,1,pareto,nc
238,33,26.0,69.0,1,2,2,beta,mc
238,34,60.0,33.0,2,2,4,pareto,mc
238,35,21.0,70.0,1,1,1,beta,nmc
238,36,32.0,38.0,2,2,4,pareto,mc
238,37,24.0,72.0,2,2,4,beta,nmc
238,38,21.0,70.0,1,1,1,beta,nc
238,39,23.0,70.0,2,2,4,beta,nmc
238,40,28.0,45.0,2,1,3,pareto,nc
238,41,23.0,70.0,2,2,4,beta,nc
238,42,69.0,25.0,1,1,1,pareto,nmc
