pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
18,1,12.0,83.0,2,1,3,beta,mono_cut
18,2,20.0,77.0,1,1,1,beta,mono_cut
18,3,50.0,32.0,1,2,2,pareto,no_cut
18,4,34.0,62.0,1,1,1,beta,mono_cut
18,5,52.0,44.0,1,1,1,pareto,non_mono_cut
18,6,78.0,22.0,2,2,4,pareto,non_mono_cut
18,7,71.0,23.0,2,1,3,pareto,mono_cut
18,8,12.0,83.0,2,1,3,beta,non_mono_cut
18,9,50.0,32.0,1,2,2,pareto,non_mono_cut
18,10,34.0,62.0,1,1,1,beta,no_cut
18,11,44.0,39.0,1,2,2,pareto,non_mono_cut
18,12,54.0,37.0,1,1,1,pareto,mono_cut
18,13,52.0,44.0,1,1,1,pareto,no_cut
18,14,78.0,22.0,2,2,4,pareto,mono_cut
18,15,50.0,50.0,1,1,0,ac,no_cut
18,16,55.0,31.0,2,2,4,pareto,no_cut
18,17,38.0,56.00000000000001,1,2,2,beta,no_cut
18,18,12.0,83.0,2,1,3,beta,no_cut
18,19,71.0,23.0,2,1,3,pareto,no_cut
18,20,32.0,59.0,2,2,4,beta,non_mono_cut
18,21,71.0,23.0,2,1,3,pareto,non_mono_cut
18,22,20.0,77.0,1,1,1,beta,no_cut
18,23,20.0,76.0,1,2,2,beta,non_mono_cut
18,24,22.0,74.0,2,2,4,beta,mono_cut
18,25,32.0,59.0,2,2,4,beta,mono_cut
18,26,40.0,56.00000000000001,1,1,0,ac,no_cut
18,27,78.0,22.0,2,2,4,pareto,no_cut
18,28,38.0,56.00000000000001,1,2,2,beta,non_mono_cut
18,29,44.0,39.0,1,2,2,pareto,mono_cut
18,30,55.0,31.0,2,2,4,pareto,mono_cut
18,31,34.0,62.0,1,1,1,beta,non_mono_cut
18,32,52.0,44.0,1,1,1,pareto,mono_cut
18,33,38.0,55.00000000000001,2,1,3,pareto,non_mono_cut
18,34,20.0,76.0,1,2,2,beta,no_cut
18,35,26.0,68.0,2,1,3,beta,no_cut
18,36,44.0,39.0,1,2,2,pareto,no_cut
18,37,20.0,76.0,1,2,2,beta,mono_cut
18,38,26.0,68.0,2,1,3,beta,mono_cut
18,39,22.0,74.0,2,2,4,beta,non_mono_cut
18,40,22.0,74.0,2,2,4,beta,no_cut
18,41,50.0,32.0,1,2,2,pareto,mono_cut
18,42,54.0,37.0,1,1,1,pareto,non_mono_cut
