pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
15,1,25.0,71.0,2,2,4,beta,no_cut
15,2,23.0,60.0,2,2,4,pareto,non_mono_cut
15,3,23.0,60.0,2,2,4,pareto,no_cut
15,4,42.0,45.0,2,2,4,pareto,non_mono_cut
15,5,38.0,46.0,1,2,2,pareto,no_cut
15,6,60.0,25.0,2,1,3,pareto,no_cut
15,7,19.0,79.0,1,2,2,beta,no_cut
15,8,44.0,36.0,1,1,1,pareto,no_cut
15,9,23.0,60.0,2,2,4,pareto,mono_cut
15,10,19.0,79.0,1,2,2,beta,mono_cut
15,11,38.0,46.0,1,2,2,pareto,mono_cut
15,12,37.0,60.0,2,1,3,beta,no_cut
15,13,27.0,69.0,2,2,4,beta,non_mono_cut
15,14,13.0,83.0,1,1,1,beta,no_cut
15,15,25.0,71.0,2,2,4,beta,mono_cut
15,16,42.0,45.0,2,2,4,pareto,no_cut
15,17,50.0,50.0,1,1,0,ac,no_cut
15,18,16.0,80.0,1,1,1,beta,non_mono_cut
15,19,60.0,25.0,1,1,1,pareto,mono_cut
15,20,37.0,60.0,2,1,3,beta,mono_cut
15,21,25.0,72.0,2,1,3,beta,no_cut
15,22,47.0,34.0,1,2,2,pareto,no_cut
15,23,46.0,31.0,2,1,3,pareto,no_cut
15,24,27.0,69.0,2,2,4,beta,mono_cut
15,25,25.0,72.0,2,1,3,beta,mono_cut
15,26,40.0,56.00000000000001,1,1,0,ac,no_cut
15,27,25.0,71.0,2,2,4,beta,non_mono_cut
15,28,44.0,36.0,1,1,1,pareto,non_mono_cut
15,29,60.0,25.0,1,1,1,pareto,no_cut
15,30,60.0,25.0,1,1,1,pareto,non_mono_cut
15,31,27.0,69.0,2,2,4,beta,no_cut
15,32,16.0,80.0,1,1,1,beta,no_cut
15,33,16.0,80.0,1,1,1,beta,mono_cut
15,34,60.0,25.0,2,1,3,pareto,mono_cut
15,35,18.0,78.0,1,2,2,beta,mono_cut
15,36,42.0,45.0,2,2,4,pareto,mono_cut
15,37,18.0,78.0,1,2,2,beta,no_cut
15,38,47.0,34.0,1,2,2,pareto,mono_cut
15,39,46.0,31.0,2,1,3,pareto,mono_cut
15,40,44.0,36.0,1,1,1,pareto,mono_cut
15,41,13.0,83.0,1,1,1,beta,mono_cut
15,42,13.0,83.0,1,1,1,beta,non_mono_cut
