pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
13,1,50.0,50.0,1,1,0,ac,no_cut
13,2,22.0,73.0,2,1,3,beta,no_cut
13,3,37.0,39.0,1,1,1,pareto,mono_cut
13,4,49.0,30.0,2,2,4,pareto,non_mono_cut
13,5,63.0,27.0,1,2,2,pareto,no_cut
13,6,23.0,73.0,2,1,3,beta,mono_cut
13,7,25.0,66.0,1,2,2,beta,mono_cut
13,8,62.0,25.0,2,2,4,pareto,no_cut
13,9,37.0,39.0,1,1,1,pareto,non_mono_cut
13,10,25.0,66.0,1,2,2,beta,no_cut
13,11,23.0,73.0,2,1,3,beta,no_cut
13,12,62.0,25.0,2,2,4,pareto,non_mono_cut
13,13,27.0,65.0,1,2,2,beta,no_cut
13,14,63.0,27.0,1,2,2,pareto,mono_cut
13,15,14.0,82.0,1,1,1,beta,no_cut
13,16,28.0,56.00000000000001,1,1,1,pareto,mono_cut
13,17,27.0,65.0,1,2,2,beta,mono_cut
13,18,49.0,30.0,2,2,4,pareto,mono_cut
13,19,19.0,78.0,1,1,1,beta,no_cut
13,20,49.0,30.0,2,2,4,pareto,no_cut
13,21,62.0,25.0,2,2,4,pareto,mono_cut
13,22,18.0,77.0,2,2,4,beta,non_mono_cut
13,23,14.0,82.0,1,1,1,beta,mono_cut
13,24,14.0,82.0,1,1,1,beta,non_mono_cut
13,25,18.0,77.0,2,2,4,beta,mono_cut
13,26,80.0,20.0,2,1,3,pareto,no_cut
13,27,18.0,77.0,2,2,4,beta,no_cut
13,28,22.0,71.0,2,2,4,beta,non_mono_cut
13,29,58.0,27.0,2,1,3,pareto,mono_cut
13,30,80.0,20.0,2,1,3,pareto,mono_cut
13,31,58.0,27.0,2,1,3,pareto,no_cut
13,32,19.0,78.0,1,1,1,beta,mono_cut
13,33,40.0,56.00000000000001,1,1,0,ac,no_cut
13,34,28.0,56.00000000000001,1,1,1,pareto,non_mono_cut
13,35,22.0,71.0,2,2,4,beta,no_cut
13,36,19.0,78.0,1,1,1,beta,non_mono_cut
13,37,22.0,71.0,2,2,4,beta,mono_cut
13,38,28.0,56.00000000000001,1,1,1,pareto,no_cut
13,39,59.0,34.0,1,2,2,pareto,no_cut
13,40,59.0,34.0,1,2,2,pareto,mono_cut
13,41,37.0,39.0,1,1,1,pareto,no_cut
13,42,22.0,73.0,2,1,3,beta,mono_cut
