pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
149,1,14.0,82.0,2,2,4,beta,mc
149,2,8.0,88.0,1,2,2,beta,mc
149,3,50.0,50.0,1,1,0,ac,nc
149,4,16.0,79.0,1,1,1,beta,mc
149,5,25.0,71.0,1,1,1,beta,mc
149,6,33.0,40.0,2,2,4,pareto,nmc
149,7,11.0,85.0,2,2,4,beta,mc
149,8,33.0,40.0,2,2,4,pareto,nc
149,9,69.0,25.0,2,1,3,pareto,mc
149,10,22.0,74.0,2,1,3,beta,nc
149,11,25.0,71.0,1,1,1,beta,nmc
149,12,28.0,42.0,1,2,2,pareto,nc
149,13,14.0,82.0,2,2,4,beta,nmc
149,14,17.0,81.0,2,1,3,beta,mc
149,15,11.0,85.0,2,2,4,beta,nmc
149,16,32.0,54.0,1,1,1,pareto,nc
149,17,31.0,40.0,1,2,2,pareto,mc
149,18,45.0,32.0,1,1,1,pareto,mc
149,19,16.0,56.99999999999999,2,1,3,pareto,nc
149,20,32.0,54.0,1,1,1,pareto,mc
149,21,69.0,25.0,2,1,3,pareto,nc
149,22,20.0,76.0,1,2,2,beta,nc
149,23,40.0,56.00000000000001,1,1,0,ac,nc
149,24,22.0,74.0,2,1,3,beta,mc
149,25,20.0,76.0,1,2,2,beta,mc
149,26,17.0,81.0,2,1,3,beta,nc
149,27,14.0,82.0,2,2,4,beta,nc
149,28,45.0,32.0,1,1,1,pareto,nc
149,29,70.0,24.0,2,2,4,pareto,mc
149,30,31.0,40.0,1,2,2,pareto,nc
149,31,45.0,32.0,1,1,1,pareto,nmc
149,32,28.0,42.0,1,2,2,pareto,mc
149,33,11.0,85.0,2,2,4,beta,nc
149,34,16.0,56.99999999999999,2,1,3,pareto,mc
149,35,70.0,24.0,2,2,4,pareto,nc
149,36,33.0,40.0,2,2,4,pareto,mc
149,37,32.0,54.0,1,1,1,pareto,nmc
149,38,70.0,24.0,2,2,4,pareto,nmc
149,39,16.0,79.0,1,1,1,beta,nmc
149,40,16.0,79.0,1,1,1,beta,nc
149,41,25.0,71.0,1,1,1,beta,nc
149,42,8.0,88.0,1,2,2,beta,nc
