pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
53,1,56.0,33.0,2,2,4,pareto,nmc
53,2,31.0,63.0,2,1,3,beta,mc
53,3,40.0,35.0,1,1,1,pareto,nmc
53,4,31.0,56.00000000000001,1,1,1,pareto,nc
53,5,49.0,30.0,1,2,2,pareto,mc
53,6,15.0,84.0,2,1,3,beta,mc
53,7,13.0,83.0,2,2,4,beta,nmc
53,8,31.0,56.00000000000001,1,1,1,pareto,mc
53,9,15.0,84.0,2,1,3,beta,nc
53,10,31.0,56.00000000000001,1,1,1,pareto,nmc
53,11,64.0,30.0,2,1,3,pareto,nc
53,12,50.0,50.0,1,1,0,ac,nc
53,13,21.0,74.0,1,2,2,beta,nc
53,14,40.0,35.0,1,1,1,pareto,nc
53,15,13.0,83.0,2,2,4,beta,nc
53,16,24.0,71.0,1,1,1,beta,nmc
53,17,11.0,88.0,2,2,4,beta,nmc
53,18,61.0,34.0,2,2,4,pareto,nmc
53,19,40.0,35.0,1,1,1,pareto,mc
53,20,67.0,32.0,1,2,2,pareto,mc
53,21,24.0,71.0,1,1,1,beta,nc
53,22,35.0,62.0,1,1,1,beta,nc
53,23,61.0,34.0,2,2,4,pareto,mc
53,24,56.0,33.0,2,2,4,pareto,mc
53,25,31.0,63.0,2,1,3,beta,nc
53,26,40.0,56.00000000000001,1,1,0,ac,nc
53,27,35.0,62.0,1,1,1,beta,nmc
53,28,11.0,88.0,2,2,4,beta,mc
53,29,64.0,30.0,2,1,3,pareto,mc
53,30,35.0,62.0,1,1,1,beta,mc
53,31,61.0,34.0,2,2,4,pareto,nc
53,32,17.0,78.0,1,2,2,beta,nc
53,33,21.0,74.0,1,2,2,beta,mc
53,34,13.0,83.0,2,2,4,beta,mc
53,35,56.0,33.0,2,2,4,pareto,nc
53,36,67.0,32.0,1,2,2,pareto,nc
53,37,11.0,88.0,2,2,4,beta,nc
53,38,49.0,30.0,1,2,2,pareto,nc
53,39,17.0,78.0,1,2,2,beta,mc
53,40,24.0,71.0,1,1,1,beta,mc
53,41,68.0,24.0,2,1,3,pareto,nc
53,42,68.0,24.0,2,1,3,pareto,mc
