pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
183,1,59.0,33.0,1,2,2,pareto,nc
183,2,15.0,83.0,2,1,3,beta,nc
183,3,16.0,79.0,1,2,2,beta,nc
183,4,30.0,47.0,2,2,4,pareto,nmc
183,5,15.0,83.0,2,1,3,beta,mc
183,6,50.0,50.0,1,1,0,ac,nc
183,7,21.0,75.0,2,2,4,beta,nmc
183,8,45.0,38.0,1,1,1,pareto,nc
183,9,10.0,86.0,1,1,1,beta,mc
183,10,32.0,41.0,1,2,2,pareto,mc
183,11,45.0,38.0,1,1,1,pareto,nmc
183,12,59.0,33.0,1,2,2,pareto,mc
183,13,45.0,38.0,1,1,1,pareto,mc
183,14,10.0,86.0,1,1,1,beta,nc
183,15,53.0,42.0,1,1,1,pareto,nc
183,16,48.0,35.0,2,2,4,pareto,nmc
183,17,14.0,62.0,2,1,3,pareto,mc
183,18,18.0,78.0,2,2,4,beta,nmc
183,19,48.0,35.0,2,2,4,pareto,nc
183,20,30.0,47.0,2,2,4,pareto,mc
183,21,53.0,42.0,1,1,1,pareto,nmc
183,22,53.0,42.0,1,1,1,pareto,mc
183,23,16.0,80.0,1,1,1,beta,nmc
183,24,16.0,80.0,1,1,1,beta,nc
183,25,24.0,69.0,2,1,3,beta,nc
183,26,14.0,62.0,2,1,3,pareto,nc
183,27,16.0,80.0,1,1,1,beta,mc
183,28,20.0,76.0,1,2,2,beta,nc
183,29,21.0,75.0,2,2,4,beta,mc
183,30,32.0,41.0,1,2,2,pareto,nc
183,31,18.0,78.0,2,2,4,beta,mc
183,32,16.0,79.0,1,2,2,beta,mc
183,33,52.0,32.0,2,1,3,pareto,nc
183,34,30.0,47.0,2,2,4,pareto,nc
183,35,40.0,56.00000000000001,1,1,0,ac,nc
183,36,18.0,78.0,2,2,4,beta,nc
183,37,52.0,32.0,2,1,3,pareto,mc
183,38,10.0,86.0,1,1,1,beta,nmc
183,39,48.0,35.0,2,2,4,pareto,mc
183,40,24.0,69.0,2,1,3,beta,mc
183,41,20.0,76.0,1,2,2,beta,mc
183,42,21.0,75.0,2,2,4,beta,nc
