pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
104,1,45.0,36.0,2,2,4,pareto,nc
104,2,24.0,70.0,2,1,3,beta,nc
104,3,45.0,32.0,1,2,2,pareto,mc
104,4,13.0,84.0,1,1,1,beta,mc
104,5,28.0,42.0,1,2,2,pareto,nc
104,6,33.0,63.0,2,2,4,beta,nc
104,7,13.0,84.0,1,1,1,beta,nc
104,8,45.0,32.0,1,2,2,pareto,nc
104,9,26.0,69.0,1,2,2,beta,mc
104,10,17.0,60.0,2,1,3,pareto,nc
104,11,24.0,70.0,2,1,3,beta,mc
104,12,22.0,71.0,2,2,4,beta,nmc
104,13,47.0,32.0,1,1,1,pareto,nc
104,14,50.0,50.0,1,1,0,ac,nc
104,15,30.0,52.0,1,1,1,pareto,nmc
104,16,22.0,71.0,2,2,4,beta,nc
104,17,27.0,66.0,1,2,2,beta,nc
104,18,39.0,36.0,2,2,4,pareto,mc
104,19,17.0,60.0,2,1,3,pareto,mc
104,20,52.0,35.0,2,1,3,pareto,nc
104,21,14.0,84.0,1,1,1,beta,nc
104,22,30.0,52.0,1,1,1,pareto,nc
104,23,13.0,84.0,2,1,3,beta,nc
104,24,45.0,36.0,2,2,4,pareto,nmc
104,25,33.0,63.0,2,2,4,beta,nmc
104,26,47.0,32.0,1,1,1,pareto,mc
104,27,39.0,36.0,2,2,4,pareto,nmc
104,28,52.0,35.0,2,1,3,pareto,mc
104,29,40.0,56.00000000000001,1,1,0,ac,nc
104,30,13.0,84.0,1,1,1,beta,nmc
104,31,26.0,69.0,1,2,2,beta,nc
104,32,13.0,84.0,2,1,3,beta,mc
104,33,47.0,32.0,1,1,1,pareto,nmc
104,34,30.0,52.0,1,1,1,pareto,mc
104,35,14.0,84.0,1,1,1,beta,nmc
104,36,39.0,36.0,2,2,4,pareto,nc
104,37,45.0,36.0,2,2,4,pareto,mc
104,38,28.0,42.0,1,2,2,pareto,mc
104,39,27.0,66.0,1,2,2,beta,mc
104,40,14.0,84.0,1,1,1,beta,mc
104,41,33.0,63.0,2,2,4,beta,mc
104,42,22.0,71.0,2,2,4,beta,mc
