pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
8,1,33.0,41.0,1,2,2,pareto,no_cut
8,2,19.0,56.99999999999999,2,1,3,pareto,no_cut
8,3,33.0,41.0,1,2,2,pareto,mono_cut
8,4,32.0,61.0,1,2,2,beta,no_cut
8,5,23.0,71.0,2,2,4,beta,no_cut
8,6,62.0,24.0,2,2,4,pareto,non_mono_cut
8,7,19.0,77.0,2,2,4,beta,non_mono_cut
8,8,73.0,22.0,1,1,1,pareto,mono_cut
8,9,62.0,24.0,2,2,4,pareto,no_cut
8,10,25.0,72.0,1,1,1,beta,no_cut
8,11,23.0,61.0,1,2,2,pareto,mono_cut
8,12,19.0,77.0,2,2,4,beta,mono_cut
8,13,19.0,77.0,2,2,4,beta,no_cut
8,14,32.0,61.0,1,2,2,beta,mono_cut
8,15,23.0,71.0,2,2,4,beta,mono_cut
8,16,23.0,61.0,1,2,2,pareto,no_cut
8,17,50.0,50.0,1,1,0,ac,no_cut
8,18,21.0,52.0,1,1,1,pareto,mono_cut
8,19,21.0,52.0,1,1,1,pareto,non_mono_cut
8,20,31.0,44.0,2,1,3,pareto,mono_cut
8,21,54.0,41.0,2,2,4,pareto,mono_cut
8,22,26.0,64.0,1,1,1,beta,non_mono_cut
8,23,26.0,64.0,1,1,1,beta,no_cut
8,24,25.0,72.0,1,1,1,beta,mono_cut
8,25,23.0,71.0,2,2,4,beta,non_mono_cut
8,26,26.0,64.0,1,1,1,beta,mono_cut
8,27,19.0,56.99999999999999,2,1,3,pareto,mono_cut
8,28,23.0,70.0,2,1,3,beta,no_cut
8,29,27.0,66.0,1,2,2,beta,no_cut
8,30,23.0,70.0,2,1,3,beta,mono_cut
8,31,62.0,24.0,2,2,4,pareto,mono_cut
8,32,54.0,41.0,2,2,4,pareto,no_cut
8,33,27.0,66.0,1,2,2,beta,mono_cut
8,34,73.0,22.0,1,1,1,pareto,non_mono_cut
8,35,73.0,22.0,1,1,1,pareto,no_cut
8,36,21.0,52.0,1,1,1,pareto,no_cut
8,37,31.0,44.0,2,1,3,pareto,no_cut
8,38,40.0,56.00000000000001,1,1,0,ac,no_cut
8,39,25.0,72.0,1,1,1,beta,non_mono_cut
8,40,54.0,41.0,2,2,4,pareto,non_mono_cut
8,41,24.0,61.0,2,1,3,beta,no_cut
8,42,24.0,61.0,2,1,3,beta,mono_cut
