pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
105,1,50.0,50.0,1,1,0,ac,nc
105,2,29.0,42.0,1,1,1,pareto,mc
105,3,57.0,32.0,1,1,1,pareto,mc
105,4,17.0,78.0,2,1,3,beta,nc
105,5,24.0,71.0,1,1,1,beta,nc
105,6,57.0,32.0,1,1,1,pareto,nc
105,7,40.0,37.0,2,1,3,pareto,nc
105,8,16.0,56.00000000000001,1,2,2,pareto,nc
105,9,16.0,79.0,2,1,3,beta,mc
105,10,13.0,82.0,1,2,2,beta,nc
105,11,40.0,33.0,1,2,2,pareto,mc
105,12,17.0,78.0,2,1,3,beta,mc
105,13,19.0,78.0,1,1,1,beta,mc
105,14,18.0,77.0,1,2,2,beta,nc
105,15,49.0,30.0,2,2,4,pareto,mc
105,16,29.0,42.0,1,1,1,pareto,nmc
105,17,57.0,32.0,1,1,1,pareto,nmc
105,18,29.0,42.0,1,1,1,pareto,nc
105,19,57.0,27.0,2,2,4,pareto,nmc
105,20,13.0,82.0,1,2,2,beta,mc
105,21,12.0,86.0,2,2,4,beta,nmc
105,22,16.0,56.00000000000001,1,2,2,pareto,mc
105,23,12.0,86.0,2,2,4,beta,mc
105,24,40.0,37.0,2,1,3,pareto,mc
105,25,6.0,93.0,2,2,4,beta,mc
105,26,18.0,77.0,1,2,2,beta,mc
105,27,19.0,78.0,1,1,1,beta,nc
105,28,19.0,78.0,1,1,1,beta,nmc
105,29,57.0,27.0,2,2,4,pareto,nc
105,30,24.0,71.0,1,1,1,beta,mc
105,31,57.0,27.0,2,2,4,pareto,mc
105,32,16.0,79.0,2,1,3,beta,nc
105,33,25.0,53.0,2,1,3,pareto,mc
105,34,12.0,86.0,2,2,4,beta,nc
105,35,25.0,53.0,2,1,3,pareto,nc
105,36,6.0,93.0,2,2,4,beta,nc
105,37,49.0,30.0,2,2,4,pareto,nmc
105,38,49.0,30.0,2,2,4,pareto,nc
105,39,24.0,71.0,1,1,1,beta,nmc
105,40,6.0,93.0,2,2,4,beta,nmc
105,41,40.0,56.00000000000001,1,1,0,ac,nc
105,42,40.0,33.0,1,2,2,pareto,nc
