pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
89,1,35.0,42.0,2,2,4,pareto,mc
89,2,18.0,80.0,2,2,4,beta,nc
89,3,32.0,65.0,1,1,1,pareto,mc
89,4,44.0,34.0,1,2,2,pareto,nc
89,5,55.0,41.0,1,1,1,pareto,nmc
89,6,22.0,74.0,1,1,1,beta,nmc
89,7,50.0,50.0,1,1,0,ac,nc
89,8,24.0,70.0,2,1,3,beta,mc
89,9,22.0,71.0,1,2,2,beta,mc
89,10,24.0,70.0,2,1,3,beta,nc
89,11,42.0,44.0,2,1,3,pareto,mc
89,12,23.0,72.0,2,2,4,beta,mc
89,13,24.0,47.0,2,2,4,pareto,nmc
89,14,15.0,82.0,2,1,3,beta,mc
89,15,23.0,72.0,2,2,4,beta,nc
89,16,30.0,66.0,1,1,1,beta,mc
89,17,30.0,66.0,1,1,1,beta,nmc
89,18,10.0,86.0,1,2,2,beta,mc
89,19,36.0,56.00000000000001,2,1,3,pareto,mc
89,20,24.0,47.0,2,2,4,pareto,nc
89,21,22.0,74.0,1,1,1,beta,nc
89,22,55.0,41.0,1,1,1,pareto,mc
89,23,22.0,71.0,1,2,2,beta,nc
89,24,42.0,44.0,2,1,3,pareto,nc
89,25,35.0,42.0,2,2,4,pareto,nc
89,26,22.0,74.0,1,1,1,beta,mc
89,27,40.0,56.00000000000001,1,1,0,ac,nc
89,28,32.0,65.0,1,1,1,pareto,nmc
89,29,24.0,47.0,2,2,4,pareto,mc
89,30,31.0,43.0,1,2,2,pareto,nc
89,31,36.0,56.00000000000001,2,1,3,pareto,nc
89,32,30.0,66.0,1,1,1,beta,nc
89,33,32.0,65.0,1,1,1,pareto,nc
89,34,10.0,86.0,1,2,2,beta,nc
89,35,35.0,42.0,2,2,4,pareto,nmc
89,36,15.0,82.0,2,1,3,beta,nc
89,37,44.0,34.0,1,2,2,pareto,mc
89,38,18.0,80.0,2,2,4,beta,nmc
89,39,55.0,41.0,1,1,1,pareto,nc
89,40,23.0,72.0,2,2,4,beta,nmc
89,41,18.0,80.0,2,2,4,beta,mc
89,42,31.0,43.0,1,2,2,pareto,mc
