pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
3,1,43.0,38.0,2,1,3,pareto,no_cut
3,2,37.0,38.0,1,2,2,pareto,non_mono_cut
3,3,16.0,79.0,2,1,3,beta,no_cut
3,4,60.0,30.0,2,2,4,pareto,non_mono_cut
3,5,23.0,74.0,1,2,2,beta,no_cut
3,6,50.0,50.0,1,1,0,ac,no_cut
3,7,16.0,79.0,2,1,3,beta,mono_cut
3,8,57.0,32.0,1,1,1,pareto,non_mono_cut
3,9,16.0,79.0,2,1,3,beta,non_mono_cut
3,10,21.0,76.0,1,1,1,beta,no_cut
3,11,13.0,84.0,2,2,4,beta,non_mono_cut
3,12,14.0,84.0,1,1,1,beta,mono_cut
3,13,13.0,84.0,2,2,4,beta,mono_cut
3,14,14.0,84.0,1,1,1,beta,non_mono_cut
3,15,32.0,63.0,2,1,3,beta,non_mono_cut
3,16,39.0,38.0,2,1,3,pareto,no_cut
3,17,32.0,63.0,2,1,3,beta,mono_cut
3,18,60.0,30.0,2,2,4,pareto,no_cut
3,19,13.0,84.0,2,2,4,beta,non_mono_cut
3,20,52.0,36.0,1,1,1,pareto,non_mono_cut
3,21,39.0,38.0,2,1,3,pareto,non_mono_cut
3,22,54.0,28.999999999999996,1,2,2,pareto,non_mono_cut
3,23,23.0,74.0,1,2,2,beta,mono_cut
3,24,37.0,38.0,1,2,2,pareto,mono_cut
3,25,40.0,56.00000000000001,1,1,0,ac,no_cut
3,26,57.0,32.0,1,1,1,pareto,no_cut
3,27,52.0,36.0,1,1,1,pareto,mono_cut
3,28,24.0,70.0,1,2,2,beta,non_mono_cut
3,29,14.0,84.0,1,1,1,beta,no_cut
3,30,57.0,32.0,1,1,1,pareto,mono_cut
3,31,21.0,76.0,1,1,1,beta,mono_cut
3,32,54.0,28.999999999999996,1,2,2,pareto,no_cut
3,33,62.0,27.0,2,2,4,pareto,no_cut
3,34,32.0,63.0,2,1,3,beta,no_cut
3,35,13.0,84.0,2,2,4,beta,mono_cut
3,36,62.0,27.0,2,2,4,pareto,non_mono_cut
3,37,13.0,84.0,2,2,4,beta,no_cut
3,38,52.0,36.0,1,1,1,pareto,no_cut
3,39,13.0,84.0,2,2,4,beta,no_cut
3,40,60.0,30.0,2,2,4,pareto,mono_cut
3,41,43.0,38.0,2,1,3,pareto,mono_cut
3,42,54.0,28.999999999999996,1,2,2,pareto,mono_cut
