pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
215,1,45.0,34.0,2,2,4,pareto,nc
215,2,41.0,39.0,2,1,3,pareto,nc
215,3,67.0,26.0,2,2,4,pareto,nc
215,4,15.0,79.0,2,1,3,beta,nc
215,5,67.0,26.0,2,2,4,pareto,nmc
215,6,30.0,63.0,1,1,1,beta,nc
215,7,45.0,42.0,1,2,2,pareto,nc
215,8,23.0,74.0,2,2,4,beta,mc
215,9,23.0,74.0,2,2,4,beta,nmc
215,10,67.0,26.0,2,2,4,pareto,mc
215,11,50.0,50.0,1,1,0,ac,nc
215,12,41.0,39.0,2,1,3,pareto,mc
215,13,32.0,47.0,1,1,1,pareto,nc
215,14,30.0,63.0,1,1,1,beta,nmc
215,15,29.0,62.0,1,2,2,beta,nc
215,16,20.0,78.0,1,1,1,beta,nc
215,17,24.0,73.0,1,2,2,beta,nc
215,18,46.0,38.0,1,2,2,pareto,mc
215,19,22.0,73.0,2,1,3,beta,nc
215,20,23.0,73.0,2,2,4,beta,mc
215,21,71.0,22.0,1,1,1,pareto,mc
215,22,23.0,74.0,2,2,4,beta,nc
215,23,15.0,79.0,2,1,3,beta,mc
215,24,30.0,63.0,1,1,1,beta,mc
215,25,32.0,47.0,1,1,1,pareto,nmc
215,26,20.0,78.0,1,1,1,beta,mc
215,27,29.0,62.0,1,2,2,beta,mc
215,28,45.0,34.0,2,2,4,pareto,nmc
215,29,32.0,47.0,1,1,1,pareto,mc
215,30,71.0,22.0,1,1,1,pareto,nmc
215,31,64.0,25.0,2,1,3,pareto,nc
215,32,45.0,34.0,2,2,4,pareto,mc
215,33,23.0,73.0,2,2,4,beta,nc
215,34,23.0,73.0,2,2,4,beta,nmc
215,35,71.0,22.0,1,1,1,pareto,nc
215,36,22.0,73.0,2,1,3,beta,mc
215,37,46.0,38.0,1,2,2,pareto,nc
215,38,64.0,25.0,2,1,3,pareto,mc
215,39,40.0,56.00000000000001,1,1,0,ac,nc
215,40,20.0,78.0,1,1,1,beta,nmc
215,41,24.0,73.0,1,2,2,beta,mc
215,42,45.0,42.0,1,2,2,pareto,mc
