pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
14,1,25.0,65.0,2,1,3,beta,no_cut
14,2,50.0,50.0,1,1,0,ac,no_cut
14,3,38.0,38.0,1,1,1,pareto,no_cut
14,4,25.0,65.0,2,2,4,pareto,mono_cut
14,5,27.0,45.0,2,2,4,pareto,mono_cut
14,6,23.0,57.99999999999999,1,2,2,pareto,no_cut
14,7,48.0,36.0,2,1,3,pareto,mono_cut
14,8,12.0,83.0,1,2,2,beta,no_cut
14,9,48.0,36.0,2,1,3,pareto,no_cut
14,10,21.0,72.0,2,1,3,beta,no_cut
14,11,27.0,45.0,2,2,4,pareto,non_mono_cut
14,12,23.0,57.99999999999999,1,2,2,pareto,mono_cut
14,13,17.0,80.0,2,2,4,beta,mono_cut
14,14,15.0,81.0,1,1,1,beta,mono_cut
14,15,76.0,23.0,1,2,2,pareto,no_cut
14,16,38.0,38.0,1,1,1,pareto,non_mono_cut
14,17,12.0,83.0,1,2,2,beta,mono_cut
14,18,11.0,85.0,1,1,1,beta,mono_cut
14,19,25.0,67.0,2,2,4,beta,non_mono_cut
14,20,50.0,40.0,2,1,3,pareto,mono_cut
14,21,23.0,70.0,1,2,2,beta,mono_cut
14,22,59.0,31.0,1,1,1,pareto,mono_cut
14,23,15.0,81.0,1,1,1,beta,non_mono_cut
14,24,25.0,67.0,2,2,4,beta,no_cut
14,25,15.0,81.0,1,1,1,beta,no_cut
14,26,25.0,65.0,2,1,3,beta,mono_cut
14,27,23.0,70.0,1,2,2,beta,no_cut
14,28,11.0,85.0,1,1,1,beta,non_mono_cut
14,29,17.0,80.0,2,2,4,beta,non_mono_cut
14,30,25.0,65.0,2,2,4,pareto,non_mono_cut
14,31,27.0,45.0,2,2,4,pareto,no_cut
14,32,21.0,72.0,2,1,3,beta,mono_cut
14,33,59.0,31.0,1,1,1,pareto,no_cut
14,34,59.0,31.0,1,1,1,pareto,non_mono_cut
14,35,25.0,67.0,2,2,4,beta,mono_cut
14,36,17.0,80.0,2,2,4,beta,no_cut
14,37,25.0,65.0,2,2,4,pareto,no_cut
14,38,50.0,40.0,2,1,3,pareto,no_cut
14,39,76.0,23.0,1,2,2,pareto,mono_cut
14,40,38.0,38.0,1,1,1,pareto,mono_cut
14,41,11.0,85.0,1,1,1,beta,no_cut
14,42,40.0,56.00000000000001,1,1,0,ac,no_cut
