pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
209,1,48.0,28.999999999999996,2,1,3,pareto,nc
209,2,22.0,76.0,1,2,2,beta,nc
209,3,39.0,39.0,1,2,2,pareto,nc
209,4,67.0,25.0,2,2,4,pareto,nmc
209,5,19.0,77.0,2,1,3,beta,mc
209,6,23.0,53.0,1,1,1,pareto,nmc
209,7,21.0,73.0,2,2,4,beta,nmc
209,8,22.0,76.0,1,2,2,beta,mc
209,9,33.0,54.0,1,2,2,pareto,nc
209,10,48.0,28.999999999999996,2,1,3,pareto,mc
209,11,23.0,71.0,2,2,4,beta,mc
209,12,10.0,86.0,1,1,1,beta,nmc
209,13,45.0,40.0,2,2,4,pareto,nmc
209,14,45.0,40.0,2,2,4,pareto,nc
209,15,8.0,73.0,2,1,3,pareto,nc
209,16,11.0,87.0,2,1,3,beta,nc
209,17,23.0,62.0,1,1,1,pareto,nc
209,18,21.0,75.0,1,1,1,beta,nc
209,19,50.0,50.0,1,1,0,ac,nc
209,20,8.0,73.0,2,1,3,pareto,mc
209,21,19.0,77.0,2,1,3,beta,nc
209,22,21.0,73.0,2,2,4,beta,mc
209,23,23.0,71.0,2,2,4,beta,nmc
209,24,23.0,62.0,1,1,1,pareto,mc
209,25,67.0,25.0,2,2,4,pareto,mc
209,26,23.0,53.0,1,1,1,pareto,nc
209,27,21.0,75.0,1,1,1,beta,mc
209,28,10.0,86.0,1,1,1,beta,nc
209,29,10.0,86.0,1,1,1,beta,mc
209,30,21.0,73.0,2,2,4,beta,nc
209,31,21.0,73.0,1,2,2,beta,nc
209,32,23.0,71.0,2,2,4,beta,nc
209,33,23.0,62.0,1,1,1,pareto,nmc
209,34,21.0,75.0,1,1,1,beta,nmc
209,35,40.0,56.00000000000001,1,1,0,ac,nc
209,36,45.0,40.0,2,2,4,pareto,mc
209,37,11.0,87.0,2,1,3,beta,mc
209,38,67.0,25.0,2,2,4,pareto,nc
209,39,39.0,39.0,1,2,2,pareto,mc
209,40,23.0,53.0,1,1,1,pareto,mc
209,41,21.0,73.0,1,2,2,beta,mc
209,42,33.0,54.0,1,2,2,pareto,mc
