pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
174,1,27.0,68.0,2,1,3,beta,nc
174,2,47.0,31.0,1,1,1,pareto,nc
174,3,13.0,86.0,1,1,1,beta,nmc
174,4,50.0,50.0,1,1,0,ac,nc
174,5,46.0,41.0,2,1,3,pareto,nc
174,6,22.0,76.0,2,2,4,beta,nmc
174,7,22.0,76.0,2,2,4,beta,mc
174,8,20.0,73.0,1,1,1,beta,nc
174,9,13.0,86.0,1,1,1,beta,mc
174,10,57.0,40.0,2,2,4,pareto,nmc
174,11,15.0,83.0,1,2,2,beta,nc
174,12,69.0,30.0,2,2,4,pareto,nc
174,13,15.0,82.0,2,2,4,beta,nmc
174,14,15.0,82.0,2,2,4,beta,mc
174,15,57.0,40.0,2,2,4,pareto,mc
174,16,57.0,30.0,1,2,2,pareto,mc
174,17,48.0,34.0,1,1,1,pareto,nc
174,18,57.0,30.0,1,2,2,pareto,nc
174,19,57.0,40.0,2,2,4,pareto,nc
174,20,13.0,86.0,1,1,1,beta,nc
174,21,46.0,41.0,2,1,3,pareto,mc
174,22,43.0,32.0,1,2,2,pareto,nc
174,23,24.0,73.0,1,2,2,beta,nc
174,24,13.0,84.0,2,1,3,beta,nc
174,25,56.0,33.0,2,1,3,pareto,mc
174,26,22.0,76.0,2,2,4,beta,nc
174,27,48.0,34.0,1,1,1,pareto,mc
174,28,20.0,73.0,1,1,1,beta,mc
174,29,47.0,31.0,1,1,1,pareto,mc
174,30,27.0,68.0,2,1,3,beta,mc
174,31,24.0,73.0,1,2,2,beta,mc
174,32,56.0,33.0,2,1,3,pareto,nc
174,33,15.0,82.0,2,2,4,beta,nc
174,34,48.0,34.0,1,1,1,pareto,nmc
174,35,43.0,32.0,1,2,2,pareto,mc
174,36,15.0,83.0,1,2,2,beta,mc
174,37,69.0,30.0,2,2,4,pareto,mc
174,38,13.0,84.0,2,1,3,beta,mc
174,39,20.0,73.0,1,1,1,beta,nmc
174,40,40.0,56.00000000000001,1,1,0,ac,nc
174,41,69.0,30.0,2,2,4,pareto,nmc
174,42,47.0,31.0,1,1,1,pareto,nmc
