pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
130,1,11.0,87.0,1,2,2,beta,mc
130,2,26.0,69.0,1,1,1,beta,nc
130,3,11.0,87.0,1,2,2,beta,nc
130,4,32.0,48.0,1,1,1,pareto,nc
130,5,16.0,78.0,2,1,3,beta,mc
130,6,16.0,78.0,2,1,3,beta,nc
130,7,32.0,48.0,1,1,1,pareto,mc
130,8,41.0,33.0,1,1,1,pareto,mc
130,9,26.0,69.0,1,1,1,beta,nmc
130,10,50.0,50.0,1,1,0,ac,nc
130,11,73.0,22.0,2,1,3,pareto,mc
130,12,17.0,82.0,2,2,4,beta,nc
130,13,31.0,63.0,1,1,1,beta,nmc
130,14,41.0,33.0,1,1,1,pareto,nc
130,15,17.0,68.0,2,1,3,pareto,mc
130,16,31.0,63.0,1,1,1,beta,mc
130,17,70.0,28.999999999999996,1,2,2,pareto,mc
130,18,65.0,28.999999999999996,2,2,4,pareto,nmc
130,19,28.0,67.0,2,1,3,beta,nc
130,20,32.0,48.0,1,1,1,pareto,nmc
130,21,13.0,81.0,1,2,2,beta,nc
130,22,70.0,28.999999999999996,1,2,2,pareto,nc
130,23,34.0,56.00000000000001,2,2,4,beta,nc
130,24,17.0,82.0,2,2,4,beta,mc
130,25,41.0,33.0,1,1,1,pareto,nmc
130,26,40.0,34.0,2,2,4,pareto,nc
130,27,26.0,69.0,1,1,1,beta,mc
130,28,73.0,22.0,2,1,3,pareto,nc
130,29,40.0,56.00000000000001,1,1,0,ac,nc
130,30,23.0,51.0,1,2,2,pareto,mc
130,31,34.0,56.00000000000001,2,2,4,beta,nmc
130,32,13.0,81.0,1,2,2,beta,mc
130,33,34.0,56.00000000000001,2,2,4,beta,mc
130,34,17.0,68.0,2,1,3,pareto,nc
130,35,31.0,63.0,1,1,1,beta,nc
130,36,65.0,28.999999999999996,2,2,4,pareto,mc
130,37,65.0,28.999999999999996,2,2,4,pareto,nc
130,38,28.0,67.0,2,1,3,beta,mc
130,39,40.0,34.0,2,2,4,pareto,mc
130,40,17.0,82.0,2,2,4,beta,nmc
130,41,23.0,51.0,1,2,2,pareto,nc
130,42,40.0,34.0,2,2,4,pareto,nmc
