pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
5,1,17.0,79.0,2,2,4,beta,mono_cut
5,2,21.0,78.0,2,1,3,beta,mono_cut
5,3,15.0,59.0,1,2,2,pareto,no_cut
5,4,17.0,79.0,2,2,4,beta,no_cut
5,5,27.0,45.0,2,1,3,pareto,mono_cut
5,6,15.0,81.0,1,1,1,beta,non_mono_cut
5,7,27.0,66.0,1,2,2,beta,mono_cut
5,8,15.0,81.0,1,1,1,beta,no_cut
5,9,38.0,41.0,1,1,1,pareto,mono_cut
5,10,65.0,32.0,2,2,4,pareto,no_cut
5,11,50.0,50.0,1,1,0,ac,no_cut
5,12,12.0,86.0,2,2,4,beta,no_cut
5,13,43.0,39.0,1,2,2,pareto,no_cut
5,14,24.0,68.0,1,1,1,beta,mono_cut
5,15,38.0,41.0,1,1,1,pareto,non_mono_cut
5,16,24.0,68.0,1,1,1,beta,no_cut
5,17,23.0,52.0,1,1,1,pareto,mono_cut
5,18,12.0,86.0,2,2,4,beta,mono_cut
5,19,59.0,34.0,2,2,4,pareto,no_cut
5,20,65.0,26.0,2,1,3,pareto,non_mono_cut
5,21,27.0,66.0,1,2,2,beta,no_cut
5,22,23.0,52.0,1,1,1,pareto,non_mono_cut
5,23,24.0,68.0,1,1,1,beta,non_mono_cut
5,24,17.0,79.0,2,2,4,beta,non_mono_cut
5,25,15.0,81.0,1,1,1,beta,mono_cut
5,26,27.0,66.0,1,2,2,beta,non_mono_cut
5,27,18.0,81.0,1,2,2,beta,no_cut
5,28,15.0,59.0,1,2,2,pareto,mono_cut
5,29,21.0,78.0,2,1,3,beta,no_cut
5,30,43.0,39.0,1,2,2,pareto,mono_cut
5,31,21.0,78.0,2,1,3,beta,non_mono_cut
5,32,43.0,39.0,1,2,2,pareto,non_mono_cut
5,33,15.0,59.0,1,2,2,pareto,non_mono_cut
5,34,32.0,57.99999999999999,2,1,3,beta,no_cut
5,35,40.0,56.00000000000001,1,1,0,ac,no_cut
5,36,32.0,57.99999999999999,2,1,3,beta,mono_cut
5,37,18.0,81.0,1,2,2,beta,mono_cut
5,38,38.0,41.0,1,1,1,pareto,no_cut
5,39,65.0,26.0,2,1,3,pareto,mono_cut
5,40,32.0,57.99999999999999,2,1,3,beta,non_mono_cut
5,41,23.0,52.0,1,1,1,pareto,no_cut
5,42,65.0,26.0,2,1,3,pareto,no_cut
