pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
2,1,37.0,39.0,2,2,4,pareto,non_mono_cut
2,2,15.0,82.0,2,1,3,beta,mono_cut
2,3,52.0,32.0,1,1,1,pareto,no_cut
2,4,52.0,32.0,1,1,1,pareto,mono_cut
2,5,50.0,35.0,2,1,3,pareto,mono_cut
2,6,18.0,56.00000000000001,1,2,2,pareto,no_cut
2,7,21.0,74.0,2,2,4,beta,mono_cut
2,8,19.0,73.0,1,1,1,beta,non_mono_cut
2,9,27.0,69.0,1,1,1,beta,no_cut
2,10,19.0,77.0,1,2,2,beta,mono_cut
2,11,59.0,31.0,2,2,4,pareto,mono_cut
2,12,37.0,39.0,2,2,4,pareto,no_cut
2,13,14.0,83.0,2,2,4,beta,non_mono_cut
2,14,20.0,78.0,1,2,2,beta,mono_cut
2,15,50.0,50.0,1,1,0,ac,no_cut
2,16,19.0,77.0,1,2,2,beta,no_cut
2,17,20.0,78.0,1,2,2,beta,no_cut
2,18,62.0,24.0,2,1,3,pareto,mono_cut
2,19,14.0,83.0,2,2,4,beta,mono_cut
2,20,15.0,82.0,2,1,3,beta,no_cut
2,21,21.0,60.0,1,1,1,pareto,mono_cut
2,22,21.0,74.0,2,2,4,beta,no_cut
2,23,62.0,24.0,2,1,3,pareto,no_cut
2,24,21.0,74.0,2,2,4,beta,non_mono_cut
2,25,59.0,31.0,2,2,4,pareto,non_mono_cut
2,26,50.0,35.0,2,1,3,pareto,no_cut
2,27,19.0,73.0,1,1,1,beta,no_cut
2,28,37.0,39.0,2,2,4,pareto,mono_cut
2,29,67.0,27.0,1,2,2,pareto,no_cut
2,30,59.0,31.0,2,2,4,pareto,no_cut
2,31,67.0,27.0,1,2,2,pareto,mono_cut
2,32,21.0,60.0,1,1,1,pareto,non_mono_cut
2,33,27.0,69.0,1,1,1,beta,mono_cut
2,34,21.0,60.0,1,1,1,pareto,no_cut
2,35,14.0,83.0,2,2,4,beta,no_cut
2,36,52.0,32.0,1,1,1,pareto,non_mono_cut
2,37,18.0,56.00000000000001,1,2,2,pareto,mono_cut
2,38,27.0,69.0,1,1,1,beta,non_mono_cut
2,39,40.0,56.00000000000001,1,1,0,ac,no_cut
2,40,13.0,81.0,2,1,3,beta,no_cut
2,41,13.0,81.0,2,1,3,beta,mono_cut
2,42,19.0,73.0,1,1,1,beta,mono_cut
