pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
96,1,13.0,80.0,1,1,1,beta,nmc
96,2,36.0,46.0,1,1,1,pareto,mc
96,3,45.0,32.0,1,2,2,pareto,nc
96,4,25.0,68.0,1,1,1,beta,nmc
96,5,48.0,35.0,1,2,2,pareto,mc
96,6,19.0,52.0,2,2,4,pareto,nmc
96,7,14.0,83.0,2,2,4,beta,mc
96,8,13.0,80.0,1,1,1,beta,mc
96,9,45.0,32.0,1,2,2,pareto,mc
96,10,58.0,28.000000000000004,2,2,4,pareto,nmc
96,11,48.0,40.0,2,1,3,pareto,mc
96,12,13.0,80.0,1,1,1,beta,nc
96,13,14.0,84.0,1,2,2,beta,nc
96,14,25.0,68.0,1,1,1,beta,mc
96,15,58.0,28.000000000000004,2,2,4,pareto,mc
96,16,50.0,50.0,1,1,0,ac,nc
96,17,24.0,73.0,2,1,3,beta,nc
96,18,14.0,84.0,1,2,2,beta,mc
96,19,48.0,35.0,1,2,2,pareto,nc
96,20,19.0,79.0,2,2,4,beta,nc
96,21,24.0,73.0,2,1,3,beta,mc
96,22,35.0,62.0,2,1,3,pareto,mc
96,23,19.0,79.0,2,2,4,beta,nmc
96,24,35.0,62.0,2,1,3,pareto,nc
96,25,19.0,79.0,2,2,4,beta,mc
96,26,14.0,83.0,2,2,4,beta,nmc
96,27,19.0,52.0,2,2,4,pareto,nc
96,28,48.0,40.0,2,1,3,pareto,nc
96,29,14.0,83.0,2,2,4,beta,nc
96,30,27.0,67.0,2,1,3,beta,nc
96,31,36.0,46.0,1,1,1,pareto,nc
96,32,22.0,72.0,1,2,2,beta,nc
96,33,36.0,46.0,1,1,1,pareto,nmc
96,34,46.0,50.0,1,1,1,pareto,nmc
96,35,25.0,68.0,1,1,1,beta,nc
96,36,27.0,67.0,2,1,3,beta,mc
96,37,40.0,56.00000000000001,1,1,0,ac,nc
96,38,22.0,72.0,1,2,2,beta,mc
96,39,46.0,50.0,1,1,1,pareto,nc
96,40,19.0,52.0,2,2,4,pareto,mc
96,41,58.0,28.000000000000004,2,2,4,pareto,nc
96,42,46.0,50.0,1,1,1,pareto,mc
