pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
225,1,36.0,37.0,1,1,1,pareto,mc
225,2,36.0,37.0,1,1,1,pareto,nc
225,3,29.0,67.0,1,1,1,beta,mc
225,4,59.0,28.999999999999996,1,2,2,pareto,nc
225,5,55.0,27.0,2,2,4,pareto,mc
225,6,36.0,60.0,1,2,2,beta,mc
225,7,50.0,50.0,1,1,0,ac,nc
225,8,36.0,36.0,2,2,4,pareto,nmc
225,9,36.0,60.0,1,2,2,beta,nc
225,10,13.0,82.0,2,1,3,beta,mc
225,11,38.0,40.0,1,1,1,pareto,nmc
225,12,36.0,36.0,2,2,4,pareto,nc
225,13,34.0,39.0,1,2,2,pareto,nc
225,14,55.0,27.0,2,2,4,pareto,nc
225,15,32.0,64.0,2,2,4,beta,nc
225,16,18.0,79.0,2,2,4,beta,nc
225,17,18.0,79.0,2,2,4,beta,nmc
225,18,72.0,23.0,2,1,3,pareto,mc
225,19,29.0,67.0,1,1,1,beta,nc
225,20,15.0,82.0,2,1,3,beta,mc
225,21,36.0,37.0,1,1,1,pareto,nmc
225,22,55.0,27.0,2,2,4,pareto,nmc
225,23,13.0,82.0,2,1,3,beta,nc
225,24,72.0,23.0,2,1,3,pareto,nc
225,25,54.0,36.0,2,1,3,pareto,nc
225,26,32.0,64.0,2,2,4,beta,nmc
225,27,54.0,36.0,2,1,3,pareto,mc
225,28,18.0,79.0,2,2,4,beta,mc
225,29,38.0,40.0,1,1,1,pareto,mc
225,30,32.0,64.0,2,2,4,beta,mc
225,31,17.0,77.0,1,1,1,beta,mc
225,32,34.0,39.0,1,2,2,pareto,mc
225,33,36.0,36.0,2,2,4,pareto,mc
225,34,17.0,77.0,1,1,1,beta,nmc
225,35,39.0,54.0,1,2,2,beta,nc
225,36,15.0,82.0,2,1,3,beta,nc
225,37,40.0,56.00000000000001,1,1,0,ac,nc
225,38,38.0,40.0,1,1,1,pareto,nc
225,39,59.0,28.999999999999996,1,2,2,pareto,mc
225,40,17.0,77.0,1,1,1,beta,nc
225,41,39.0,54.0,1,2,2,beta,mc
225,42,29.0,67.0,1,1,1,beta,nmc
