pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
74,1,19.0,75.0,2,2,4,beta,nc
74,2,49.0,32.0,1,1,1,pareto,nc
74,3,47.0,31.0,2,2,4,pareto,nmc
74,4,47.0,31.0,2,2,4,pareto,nc
74,5,18.0,79.0,1,2,2,beta,nc
74,6,50.0,50.0,1,1,0,ac,nc
74,7,17.0,78.0,1,2,2,beta,mc
74,8,38.0,34.0,1,2,2,pareto,nc
74,9,49.0,32.0,1,1,1,pareto,mc
74,10,19.0,75.0,2,2,4,beta,nmc
74,11,17.0,78.0,1,2,2,beta,nc
74,12,26.0,47.0,2,1,3,pareto,nc
74,13,17.0,78.0,1,1,1,beta,nmc
74,14,46.0,35.0,1,1,1,pareto,nmc
74,15,38.0,34.0,1,2,2,pareto,mc
74,16,44.0,32.0,2,2,4,pareto,mc
74,17,46.0,35.0,1,1,1,pareto,mc
74,18,33.0,63.0,2,1,3,beta,mc
74,19,49.0,32.0,1,1,1,pareto,nmc
74,20,47.0,31.0,2,2,4,pareto,mc
74,21,18.0,79.0,1,2,2,beta,mc
74,22,43.0,40.0,1,2,2,pareto,nc
74,23,14.0,81.0,2,2,4,beta,nmc
74,24,18.0,79.0,1,1,1,beta,mc
74,25,18.0,79.0,1,1,1,beta,nc
74,26,14.0,81.0,2,2,4,beta,nc
74,27,19.0,75.0,2,2,4,beta,mc
74,28,43.0,40.0,1,2,2,pareto,mc
74,29,33.0,63.0,2,1,3,beta,nc
74,30,33.0,60.0,2,1,3,beta,mc
74,31,33.0,60.0,2,1,3,beta,nc
74,32,18.0,79.0,1,1,1,beta,nmc
74,33,66.0,27.0,2,1,3,pareto,nc
74,34,40.0,56.00000000000001,1,1,0,ac,nc
74,35,46.0,35.0,1,1,1,pareto,nc
74,36,17.0,78.0,1,1,1,beta,nc
74,37,26.0,47.0,2,1,3,pareto,mc
74,38,44.0,32.0,2,2,4,pareto,nmc
74,39,66.0,27.0,2,1,3,pareto,mc
74,40,17.0,78.0,1,1,1,beta,mc
74,41,14.0,81.0,2,2,4,beta,mc
74,42,44.0,32.0,2,2,4,pareto,nc
