pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
19,1,65.0,32.0,2,2,4,pareto,non_mono_cut
19,2,54.0,30.0,2,1,3,pareto,mono_cut
19,3,25.0,71.0,1,1,1,beta,no_cut
19,4,65.0,32.0,2,2,4,pareto,no_cut
19,5,68.0,27.0,1,1,1,pareto,no_cut
19,6,49.0,32.0,1,1,1,pareto,mono_cut
19,7,28.0,63.0,2,1,3,beta,mono_cut
19,8,54.0,30.0,2,1,3,pareto,non_mono_cut
19,9,18.0,60.0,1,2,2,pareto,mono_cut
19,10,13.0,84.0,1,2,2,beta,no_cut
19,11,21.0,67.0,2,1,3,beta,mono_cut
19,12,68.0,27.0,1,1,1,pareto,mono_cut
19,13,54.0,30.0,2,1,3,pareto,no_cut
19,14,18.0,60.0,1,2,2,pareto,no_cut
19,15,14.0,82.0,2,2,4,beta,no_cut
19,16,24.0,51.0,1,2,2,pareto,non_mono_cut
19,17,21.0,67.0,2,1,3,beta,no_cut
19,18,50.0,50.0,1,1,0,ac,no_cut
19,19,14.0,82.0,2,2,4,beta,non_mono_cut
19,20,21.0,67.0,2,1,3,beta,non_mono_cut
19,21,49.0,32.0,1,1,1,pareto,no_cut
19,22,28.0,45.0,2,1,3,pareto,non_mono_cut
19,23,13.0,81.0,1,2,2,beta,mono_cut
19,24,14.0,82.0,2,2,4,beta,mono_cut
19,25,13.0,81.0,1,2,2,beta,non_mono_cut
19,26,25.0,71.0,1,1,1,beta,non_mono_cut
19,27,13.0,84.0,1,2,2,beta,non_mono_cut
19,28,25.0,71.0,1,1,1,beta,mono_cut
19,29,28.0,65.0,1,1,1,beta,non_mono_cut
19,30,13.0,84.0,1,2,2,beta,mono_cut
19,31,28.0,63.0,2,1,3,beta,non_mono_cut
19,32,65.0,32.0,2,2,4,pareto,mono_cut
19,33,28.0,56.99999999999999,2,2,4,pareto,no_cut
19,34,68.0,27.0,1,1,1,pareto,non_mono_cut
19,35,28.0,56.99999999999999,2,2,4,pareto,non_mono_cut
19,36,28.0,56.99999999999999,2,2,4,pareto,mono_cut
19,37,40.0,56.00000000000001,1,1,0,ac,no_cut
19,38,24.0,51.0,1,2,2,pareto,no_cut
19,39,28.0,65.0,1,1,1,beta,no_cut
19,40,23.0,70.0,2,2,4,beta,mono_cut
19,41,24.0,51.0,1,2,2,pareto,mono_cut
19,42,28.0,63.0,2,1,3,beta,no_cut
