pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
15,1,68.0,28.999999999999996,1,2,2,pareto,mono_cut
15,2,50.0,50.0,1,1,0,ac,no_cut
15,3,21.0,50.0,2,2,4,pareto,mono_cut
15,4,18.0,79.0,1,2,2,beta,no_cut
15,5,59.0,35.0,2,1,3,pareto,mono_cut
15,6,21.0,50.0,2,2,4,pareto,non_mono_cut
15,7,28.0,64.0,2,2,4,beta,no_cut
15,8,28.0,64.0,2,2,4,beta,non_mono_cut
15,9,41.0,35.0,2,1,3,pareto,non_mono_cut
15,10,41.0,35.0,2,1,3,pareto,no_cut
15,11,15.0,83.0,2,2,4,beta,mono_cut
15,12,35.0,50.0,2,2,4,pareto,mono_cut
15,13,18.0,75.0,2,1,3,beta,mono_cut
15,14,19.0,77.0,1,1,1,beta,non_mono_cut
15,15,27.0,70.0,1,1,1,beta,mono_cut
15,16,30.0,62.0,2,1,3,beta,mono_cut
15,17,15.0,83.0,2,2,4,beta,non_mono_cut
15,18,30.0,62.0,2,1,3,beta,non_mono_cut
15,19,18.0,75.0,2,1,3,beta,no_cut
15,20,59.0,35.0,2,1,3,pareto,no_cut
15,21,28.0,64.0,2,2,4,beta,mono_cut
15,22,23.0,70.0,1,2,2,beta,mono_cut
15,23,19.0,77.0,1,1,1,beta,no_cut
15,24,23.0,70.0,1,2,2,beta,non_mono_cut
15,25,68.0,28.999999999999996,1,2,2,pareto,no_cut
15,26,36.0,37.0,1,1,1,pareto,non_mono_cut
15,27,30.0,41.0,1,1,1,pareto,non_mono_cut
15,28,68.0,28.999999999999996,1,2,2,pareto,non_mono_cut
15,29,40.0,41.0,1,2,2,pareto,mono_cut
15,30,36.0,37.0,1,1,1,pareto,no_cut
15,31,40.0,41.0,1,2,2,pareto,non_mono_cut
15,32,19.0,77.0,1,1,1,beta,mono_cut
15,33,40.0,56.00000000000001,1,1,0,ac,no_cut
15,34,23.0,70.0,1,2,2,beta,no_cut
15,35,36.0,37.0,1,1,1,pareto,mono_cut
15,36,27.0,70.0,1,1,1,beta,no_cut
15,37,18.0,79.0,1,2,2,beta,mono_cut
15,38,35.0,50.0,2,2,4,pareto,non_mono_cut
15,39,30.0,41.0,1,1,1,pareto,mono_cut
15,40,15.0,83.0,2,2,4,beta,no_cut
15,41,40.0,41.0,1,2,2,pareto,no_cut
15,42,35.0,50.0,2,2,4,pareto,no_cut
