pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
218,1,32.0,42.0,1,1,1,pareto,mc
218,2,50.0,50.0,1,1,0,ac,nc
218,3,69.0,27.0,1,2,2,pareto,nc
218,4,48.0,41.0,1,1,1,pareto,mc
218,5,14.0,83.0,2,2,4,beta,nc
218,6,12.0,66.0,2,2,4,pareto,mc
218,7,16.0,80.0,1,1,1,beta,mc
218,8,12.0,66.0,2,2,4,pareto,nmc
218,9,14.0,83.0,2,2,4,beta,mc
218,10,26.0,72.0,1,2,2,beta,mc
218,11,24.0,72.0,1,1,1,beta,mc
218,12,42.0,42.0,2,1,3,pareto,mc
218,13,17.0,55.00000000000001,2,2,4,pareto,mc
218,14,16.0,80.0,2,2,4,beta,nmc
218,15,16.0,72.0,2,1,3,pareto,nc
218,16,42.0,42.0,2,1,3,pareto,nc
218,17,17.0,55.00000000000001,2,2,4,pareto,nmc
218,18,16.0,80.0,1,1,1,beta,nc
218,19,26.0,69.0,1,2,2,beta,nc
218,20,32.0,42.0,1,1,1,pareto,nmc
218,21,13.0,84.0,2,1,3,beta,mc
218,22,26.0,69.0,1,2,2,beta,mc
218,23,48.0,41.0,1,1,1,pareto,nc
218,24,69.0,27.0,1,2,2,pareto,mc
218,25,16.0,80.0,2,2,4,beta,mc
218,26,13.0,84.0,2,1,3,beta,nc
218,27,12.0,66.0,2,2,4,pareto,nc
218,28,17.0,55.00000000000001,2,2,4,pareto,nc
218,29,14.0,83.0,2,2,4,beta,nmc
218,30,16.0,72.0,2,1,3,pareto,mc
218,31,32.0,42.0,1,1,1,pareto,nc
218,32,16.0,80.0,2,2,4,beta,nc
218,33,24.0,72.0,1,1,1,beta,nmc
218,34,20.0,75.0,2,1,3,beta,nc
218,35,75.0,21.0,1,2,2,pareto,mc
218,36,40.0,56.00000000000001,1,1,0,ac,nc
218,37,24.0,72.0,1,1,1,beta,nc
218,38,48.0,41.0,1,1,1,pareto,nmc
218,39,20.0,75.0,2,1,3,beta,mc
218,40,26.0,72.0,1,2,2,beta,nc
218,41,75.0,21.0,1,2,2,pareto,nc
218,42,16.0,80.0,1,1,1,beta,nmc
