pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
83,1,28.0,67.0,1,1,1,beta,mc
83,2,15.0,83.0,2,2,4,beta,mc
83,3,16.0,80.0,1,1,1,beta,mc
83,4,15.0,83.0,2,2,4,beta,nmc
83,5,38.0,44.0,1,2,2,pareto,mc
83,6,13.0,85.0,1,2,2,beta,mc
83,7,16.0,80.0,1,1,1,beta,nc
83,8,38.0,40.0,2,1,3,pareto,mc
83,9,53.0,34.0,2,2,4,pareto,mc
83,10,16.0,80.0,1,1,1,beta,nmc
83,11,15.0,83.0,2,2,4,beta,nc
83,12,50.0,50.0,1,1,0,ac,nc
83,13,53.0,32.0,1,1,1,pareto,mc
83,14,53.0,34.0,2,2,4,pareto,nmc
83,15,32.0,44.0,2,2,4,pareto,nmc
83,16,32.0,44.0,2,2,4,pareto,nc
83,17,22.0,74.0,2,1,3,beta,nc
83,18,26.0,71.0,2,2,4,beta,nmc
83,19,25.0,67.0,1,2,2,beta,nc
83,20,26.0,71.0,2,2,4,beta,nc
83,21,53.0,32.0,1,1,1,pareto,nc
83,22,13.0,85.0,1,2,2,beta,nc
83,23,32.0,44.0,2,2,4,pareto,mc
83,24,53.0,32.0,1,1,1,pareto,nmc
83,25,40.0,34.0,2,1,3,pareto,nc
83,26,38.0,40.0,2,1,3,pareto,nc
83,27,11.0,84.0,2,1,3,beta,nc
83,28,40.0,34.0,2,1,3,pareto,mc
83,29,38.0,44.0,1,2,2,pareto,nc
83,30,13.0,66.0,1,1,1,pareto,nmc
83,31,25.0,67.0,1,2,2,beta,mc
83,32,28.0,67.0,1,1,1,beta,nmc
83,33,13.0,66.0,1,1,1,pareto,mc
83,34,11.0,84.0,2,1,3,beta,mc
83,35,53.0,34.0,2,2,4,pareto,nc
83,36,28.0,67.0,1,1,1,beta,nc
83,37,22.0,74.0,2,1,3,beta,mc
83,38,37.0,38.0,1,2,2,pareto,mc
83,39,26.0,71.0,2,2,4,beta,mc
83,40,40.0,56.00000000000001,1,1,0,ac,nc
83,41,13.0,66.0,1,1,1,pareto,nc
83,42,37.0,38.0,1,2,2,pareto,nc
