pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
123,1,29.0,66.0,2,2,4,beta,nmc
123,2,43.0,36.0,2,1,3,pareto,mc
123,3,50.0,33.0,2,2,4,pareto,nmc
123,4,15.0,83.0,1,1,1,beta,mc
123,5,34.0,51.0,2,1,3,pareto,mc
123,6,43.0,36.0,2,1,3,pareto,nc
123,7,72.0,23.0,1,1,1,pareto,nc
123,8,47.0,49.0,2,2,4,pareto,mc
123,9,16.0,82.0,1,1,1,beta,mc
123,10,44.0,34.0,1,2,2,pareto,nc
123,11,17.0,80.0,2,1,3,beta,mc
123,12,52.0,28.999999999999996,1,2,2,pareto,nc
123,13,50.0,50.0,1,1,0,ac,nc
123,14,38.0,56.99999999999999,2,1,3,beta,mc
123,15,15.0,83.0,1,1,1,beta,nmc
123,16,72.0,23.0,1,1,1,pareto,mc
123,17,38.0,56.99999999999999,2,1,3,beta,nc
123,18,15.0,83.0,1,1,1,beta,nc
123,19,17.0,80.0,2,2,4,beta,mc
123,20,19.0,78.0,1,2,2,beta,mc
123,21,44.0,34.0,1,2,2,pareto,mc
123,22,17.0,80.0,2,2,4,beta,nmc
123,23,17.0,80.0,2,1,3,beta,nc
123,24,29.0,66.0,2,2,4,beta,mc
123,25,16.0,82.0,1,1,1,beta,nc
123,26,34.0,51.0,2,1,3,pareto,nc
123,27,19.0,78.0,1,2,2,beta,nc
123,28,47.0,49.0,2,2,4,pareto,nmc
123,29,44.0,55.00000000000001,1,1,1,pareto,nc
123,30,47.0,49.0,2,2,4,pareto,nc
123,31,72.0,23.0,1,1,1,pareto,nmc
123,32,40.0,56.00000000000001,1,1,0,ac,nc
123,33,16.0,82.0,1,1,1,beta,nmc
123,34,29.0,66.0,2,2,4,beta,nc
123,35,36.0,59.0,1,2,2,beta,nc
123,36,44.0,55.00000000000001,1,1,1,pareto,mc
123,37,17.0,80.0,2,2,4,beta,nc
123,38,52.0,28.999999999999996,1,2,2,pareto,mc
123,39,50.0,33.0,2,2,4,pareto,mc
123,40,44.0,55.00000000000001,1,1,1,pareto,nmc
123,41,50.0,33.0,2,2,4,pareto,nc
123,42,36.0,59.0,1,2,2,beta,mc
