pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
2,1,21.0,73.0,2,2,4,beta,mono_cut
2,2,25.0,71.0,1,2,2,beta,non_mono_cut
2,3,20.0,50.0,1,2,2,pareto,non_mono_cut
2,4,48.0,37.0,1,2,2,pareto,no_cut
2,5,20.0,66.0,2,1,3,pareto,non_mono_cut
2,6,50.0,50.0,1,1,0,ac,no_cut
2,7,42.0,36.0,2,1,3,pareto,mono_cut
2,8,13.0,82.0,2,1,3,beta,no_cut
2,9,16.0,81.0,1,1,1,beta,mono_cut
2,10,30.0,63.0,2,2,4,beta,non_mono_cut
2,11,30.0,63.0,2,2,4,beta,mono_cut
2,12,48.0,37.0,1,2,2,pareto,non_mono_cut
2,13,30.0,63.0,2,2,4,beta,no_cut
2,14,32.0,40.0,2,2,4,pareto,mono_cut
2,15,11.0,86.0,1,1,1,beta,non_mono_cut
2,16,58.0,37.0,2,2,4,pareto,non_mono_cut
2,17,42.0,36.0,2,1,3,pareto,no_cut
2,18,13.0,82.0,2,1,3,beta,non_mono_cut
2,19,16.0,82.0,1,2,2,beta,non_mono_cut
2,20,58.0,37.0,2,2,4,pareto,no_cut
2,21,29.0,42.0,1,1,1,pareto,no_cut
2,22,20.0,50.0,1,2,2,pareto,mono_cut
2,23,20.0,50.0,1,2,2,pareto,no_cut
2,24,35.0,39.0,1,1,1,pareto,non_mono_cut
2,25,20.0,78.0,2,1,3,beta,no_cut
2,26,11.0,86.0,1,1,1,beta,no_cut
2,27,11.0,86.0,1,1,1,beta,mono_cut
2,28,32.0,40.0,2,2,4,pareto,non_mono_cut
2,29,16.0,81.0,1,1,1,beta,non_mono_cut
2,30,48.0,37.0,1,2,2,pareto,mono_cut
2,31,16.0,82.0,1,2,2,beta,no_cut
2,32,35.0,39.0,1,1,1,pareto,mono_cut
2,33,21.0,73.0,2,2,4,beta,no_cut
2,34,20.0,78.0,2,1,3,beta,non_mono_cut
2,35,32.0,40.0,2,2,4,pareto,no_cut
2,36,40.0,56.00000000000001,1,1,0,ac,no_cut
2,37,16.0,82.0,1,2,2,beta,mono_cut
2,38,25.0,71.0,1,2,2,beta,mono_cut
2,39,13.0,82.0,2,1,3,beta,mono_cut
2,40,42.0,36.0,2,1,3,pareto,non_mono_cut
2,41,58.0,37.0,2,2,4,pareto,mono_cut
2,42,29.0,42.0,1,1,1,pareto,mono_cut
