pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
4,1,50.0,50.0,1,1,0,ac,no_cut
4,2,25.0,70.0,1,2,2,beta,no_cut
4,3,16.0,80.0,1,1,1,beta,non_mono_cut
4,4,25.0,71.0,1,1,1,beta,no_cut
4,5,53.0,28.000000000000004,1,2,2,pareto,no_cut
4,6,23.0,55.00000000000001,1,1,1,pareto,no_cut
4,7,24.0,73.0,2,2,4,beta,mono_cut
4,8,72.0,27.0,2,2,4,pareto,no_cut
4,9,28.0,68.0,2,1,3,beta,mono_cut
4,10,72.0,27.0,2,2,4,pareto,non_mono_cut
4,11,16.0,80.0,1,1,1,beta,no_cut
4,12,26.0,70.0,1,2,2,beta,non_mono_cut
4,13,53.0,28.000000000000004,1,2,2,pareto,mono_cut
4,14,30.0,65.0,2,1,3,beta,mono_cut
4,15,40.0,59.0,2,1,3,pareto,no_cut
4,16,39.0,39.0,2,2,4,pareto,mono_cut
4,17,39.0,39.0,2,2,4,pareto,non_mono_cut
4,18,23.0,55.00000000000001,1,1,1,pareto,non_mono_cut
4,19,72.0,27.0,2,2,4,pareto,mono_cut
4,20,24.0,73.0,2,2,4,beta,no_cut
4,21,40.0,59.0,2,1,3,pareto,non_mono_cut
4,22,57.0,31.0,1,1,1,pareto,mono_cut
4,23,24.0,73.0,2,2,4,beta,non_mono_cut
4,24,25.0,71.0,1,1,1,beta,mono_cut
4,25,25.0,70.0,1,2,2,beta,non_mono_cut
4,26,57.0,31.0,1,1,1,pareto,no_cut
4,27,30.0,65.0,2,1,3,beta,non_mono_cut
4,28,30.0,65.0,2,1,3,beta,no_cut
4,29,51.0,41.0,1,2,2,pareto,no_cut
4,30,34.0,45.0,2,1,3,pareto,non_mono_cut
4,31,51.0,41.0,1,2,2,pareto,mono_cut
4,32,40.0,59.0,2,1,3,pareto,mono_cut
4,33,53.0,28.000000000000004,1,2,2,pareto,non_mono_cut
4,34,23.0,55.00000000000001,1,1,1,pareto,mono_cut
4,35,20.0,74.0,2,2,4,beta,no_cut
4,36,26.0,70.0,1,2,2,beta,no_cut
4,37,39.0,39.0,2,2,4,pareto,no_cut
4,38,16.0,80.0,1,1,1,beta,mono_cut
4,39,34.0,45.0,2,1,3,pareto,mono_cut
4,40,20.0,74.0,2,2,4,beta,mono_cut
4,41,40.0,56.00000000000001,1,1,0,ac,no_cut
4,42,20.0,74.0,2,2,4,beta,non_mono_cut
