pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
84,1,50.0,50.0,1,1,0,ac,nc
84,2,28.0,67.0,2,2,4,beta,nc
84,3,28.0,63.0,1,1,1,pareto,nc
84,4,54.0,39.0,1,1,1,pareto,mc
84,5,18.0,75.0,1,2,2,beta,nc
84,6,18.0,75.0,1,2,2,beta,mc
84,7,28.0,67.0,2,2,4,beta,mc
84,8,16.0,67.0,1,2,2,pareto,mc
84,9,58.0,32.0,2,1,3,pareto,nc
84,10,54.0,39.0,1,1,1,pareto,nmc
84,11,18.0,79.0,1,1,1,beta,mc
84,12,28.0,63.0,1,1,1,pareto,mc
84,13,43.0,51.0,2,2,4,pareto,nmc
84,14,29.0,65.0,1,2,2,beta,nc
84,15,54.0,39.0,1,1,1,pareto,nc
84,16,28.0,67.0,2,2,4,beta,nmc
84,17,43.0,51.0,2,2,4,pareto,nc
84,18,43.0,51.0,2,2,4,pareto,mc
84,19,18.0,79.0,1,1,1,beta,nc
84,20,50.0,37.0,1,2,2,pareto,mc
84,21,58.0,32.0,2,1,3,pareto,mc
84,22,29.0,65.0,1,2,2,beta,mc
84,23,16.0,67.0,1,2,2,pareto,nc
84,24,72.0,27.0,2,2,4,pareto,nmc
84,25,21.0,72.0,1,1,1,beta,mc
84,26,18.0,79.0,2,1,3,beta,mc
84,27,29.0,42.0,2,1,3,pareto,nc
84,28,28.0,63.0,1,1,1,pareto,nmc
84,29,11.0,87.0,2,1,3,beta,mc
84,30,18.0,79.0,2,1,3,beta,nc
84,31,40.0,56.00000000000001,1,1,0,ac,nc
84,32,72.0,27.0,2,2,4,pareto,mc
84,33,16.0,81.0,2,2,4,beta,nmc
84,34,11.0,87.0,2,1,3,beta,nc
84,35,29.0,42.0,2,1,3,pareto,mc
84,36,16.0,81.0,2,2,4,beta,mc
84,37,21.0,72.0,1,1,1,beta,nmc
84,38,21.0,72.0,1,1,1,beta,nc
84,39,18.0,79.0,1,1,1,beta,nmc
84,40,72.0,27.0,2,2,4,pareto,nc
84,41,50.0,37.0,1,2,2,pareto,nc
84,42,16.0,81.0,2,2,4,beta,nc
