pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
108,1,16.0,79.0,1,2,2,beta,mc
108,2,19.0,56.00000000000001,1,1,1,pareto,nc
108,3,45.0,34.0,2,2,4,pareto,nmc
108,4,45.0,34.0,2,2,4,pareto,nc
108,5,37.0,36.0,2,2,4,pareto,mc
108,6,29.0,68.0,2,2,4,beta,nmc
108,7,50.0,50.0,1,1,0,ac,nc
108,8,29.0,68.0,2,2,4,beta,nc
108,9,50.0,43.0,1,2,2,pareto,nc
108,10,26.0,54.0,1,1,1,pareto,nc
108,11,12.0,84.0,1,2,2,beta,mc
108,12,75.0,22.0,2,1,3,pareto,nc
108,13,26.0,54.0,1,1,1,pareto,nmc
108,14,45.0,34.0,2,2,4,pareto,mc
108,15,19.0,78.0,1,1,1,beta,nmc
108,16,18.0,74.0,2,1,3,beta,nc
108,17,16.0,79.0,1,2,2,beta,nc
108,18,19.0,56.00000000000001,1,1,1,pareto,nmc
108,19,20.0,78.0,2,2,4,beta,nc
108,20,19.0,78.0,1,1,1,beta,nc
108,21,26.0,54.0,1,1,1,pareto,mc
108,22,13.0,81.0,2,1,3,beta,nc
108,23,63.0,28.000000000000004,2,1,3,pareto,mc
108,24,18.0,74.0,2,1,3,beta,mc
108,25,75.0,22.0,2,1,3,pareto,mc
108,26,35.0,44.0,1,2,2,pareto,nc
108,27,12.0,84.0,1,2,2,beta,nc
108,28,19.0,56.00000000000001,1,1,1,pareto,mc
108,29,37.0,36.0,2,2,4,pareto,nmc
108,30,35.0,44.0,1,2,2,pareto,mc
108,31,40.0,56.00000000000001,1,1,0,ac,nc
108,32,24.0,73.0,1,1,1,beta,mc
108,33,50.0,43.0,1,2,2,pareto,mc
108,34,13.0,81.0,2,1,3,beta,mc
108,35,29.0,68.0,2,2,4,beta,mc
108,36,24.0,73.0,1,1,1,beta,nc
108,37,19.0,78.0,1,1,1,beta,mc
108,38,20.0,78.0,2,2,4,beta,nmc
108,39,37.0,36.0,2,2,4,pareto,nc
108,40,24.0,73.0,1,1,1,beta,nmc
108,41,20.0,78.0,2,2,4,beta,mc
108,42,63.0,28.000000000000004,2,1,3,pareto,nc
