pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
237,1,50.0,50.0,1,1,0,ac,nc
237,2,62.0,25.0,2,2,4,pareto,nmc
237,3,29.0,64.0,1,1,1,beta,nmc
237,4,31.0,53.0,1,1,1,pareto,mc
237,5,61.0,26.0,1,2,2,pareto,mc
237,6,17.0,80.0,2,1,3,beta,mc
237,7,76.0,23.0,2,2,4,pareto,nc
237,8,29.0,64.0,1,1,1,beta,mc
237,9,62.0,25.0,2,2,4,pareto,nc
237,10,76.0,23.0,2,2,4,pareto,mc
237,11,28.0,66.0,2,2,4,beta,mc
237,12,10.0,85.0,2,1,3,beta,nc
237,13,56.0,32.0,2,1,3,pareto,nc
237,14,19.0,67.0,1,2,2,beta,mc
237,15,30.0,66.0,2,2,4,beta,nc
237,16,29.0,64.0,1,1,1,beta,nc
237,17,21.0,77.0,1,2,2,beta,mc
237,18,72.0,25.0,2,1,3,pareto,nc
237,19,76.0,23.0,2,2,4,pareto,nmc
237,20,56.0,32.0,2,1,3,pareto,mc
237,21,62.0,25.0,2,2,4,pareto,mc
237,22,25.0,49.0,1,1,1,pareto,mc
237,23,25.0,49.0,1,1,1,pareto,nc
237,24,31.0,53.0,1,1,1,pareto,nc
237,25,12.0,86.0,1,1,1,beta,nmc
237,26,31.0,53.0,1,1,1,pareto,nmc
237,27,12.0,86.0,1,1,1,beta,mc
237,28,40.0,56.00000000000001,1,1,0,ac,nc
237,29,10.0,85.0,2,1,3,beta,mc
237,30,21.0,77.0,1,2,2,beta,nc
237,31,30.0,66.0,2,2,4,beta,mc
237,32,25.0,49.0,1,1,1,pareto,nmc
237,33,28.0,66.0,2,2,4,beta,nmc
237,34,30.0,66.0,2,2,4,beta,nmc
237,35,72.0,25.0,2,1,3,pareto,mc
237,36,61.0,26.0,1,2,2,pareto,nc
237,37,12.0,86.0,1,1,1,beta,nc
237,38,17.0,80.0,2,1,3,beta,nc
237,39,20.0,50.0,1,2,2,pareto,mc
237,40,19.0,67.0,1,2,2,beta,nc
237,41,28.0,66.0,2,2,4,beta,nc
237,42,20.0,50.0,1,2,2,pareto,nc
