pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
7,1,15.0,64.0,1,2,2,pareto,mono_cut
7,2,36.0,47.0,1,2,2,pareto,no_cut
7,3,17.0,73.0,2,1,3,pareto,no_cut
7,4,14.0,83.0,1,1,1,beta,mono_cut
7,5,41.0,45.0,2,2,4,pareto,non_mono_cut
7,6,16.0,80.0,2,1,3,beta,no_cut
7,7,15.0,79.0,1,1,1,beta,no_cut
7,8,50.0,50.0,1,1,0,ac,no_cut
7,9,27.0,67.0,1,2,2,beta,non_mono_cut
7,10,27.0,48.0,2,1,3,pareto,non_mono_cut
7,11,15.0,79.0,1,1,1,beta,non_mono_cut
7,12,55.0,28.999999999999996,2,2,4,pareto,mono_cut
7,13,16.0,80.0,2,1,3,beta,non_mono_cut
7,14,57.0,31.0,1,1,1,pareto,non_mono_cut
7,15,15.0,79.0,1,1,1,beta,mono_cut
7,16,15.0,64.0,1,2,2,pareto,no_cut
7,17,41.0,45.0,2,2,4,pareto,mono_cut
7,18,44.0,46.0,1,1,1,pareto,no_cut
7,19,16.0,80.0,2,1,3,beta,mono_cut
7,20,14.0,83.0,1,1,1,beta,non_mono_cut
7,21,44.0,46.0,1,1,1,pareto,non_mono_cut
7,22,14.0,83.0,1,1,1,beta,no_cut
7,23,27.0,67.0,1,2,2,beta,no_cut
7,24,29.0,63.0,2,1,3,beta,mono_cut
7,25,36.0,47.0,1,2,2,pareto,mono_cut
7,26,40.0,56.00000000000001,1,1,0,ac,no_cut
7,27,25.0,68.0,1,2,2,beta,no_cut
7,28,29.0,63.0,2,1,3,beta,non_mono_cut
7,29,27.0,48.0,2,1,3,pareto,no_cut
7,30,57.0,31.0,1,1,1,pareto,no_cut
7,31,25.0,68.0,1,2,2,beta,mono_cut
7,32,36.0,47.0,1,2,2,pareto,non_mono_cut
7,33,17.0,73.0,2,1,3,pareto,mono_cut
7,34,55.0,28.999999999999996,2,2,4,pareto,non_mono_cut
7,35,44.0,46.0,1,1,1,pareto,mono_cut
7,36,17.0,78.0,2,2,4,beta,mono_cut
7,37,27.0,67.0,1,2,2,beta,mono_cut
7,38,57.0,31.0,1,1,1,pareto,mono_cut
7,39,22.0,73.0,2,2,4,beta,mono_cut
7,40,55.0,28.999999999999996,2,2,4,pareto,no_cut
7,41,17.0,78.0,2,2,4,beta,non_mono_cut
7,42,17.0,73.0,2,1,3,pareto,non_mono_cut
